TimeStamp,MotorID,EncoderValue,TotalAngle,iqcurrentValue,speed,MotorID,EncoderValue,TotalAngle,iqcurrentValue,speed
34926,1,26434,91970,38,8445,2,2759,68295,57,6710
34931,1,27210,92746,36,8550,2,3377,68913,47,6793
34936,1,27994,93530,42,8579,2,4004,69540,48,6914
34941,1,28778,94314,35,8566,2,4636,70172,57,6987
34946,1,29566,95102,42,8697,2,5267,70803,46,6939
34951,1,30367,95903,59,8806,2,5898,71434,51,6898
34956,1,31175,96711,46,8867,2,6534,72070,71,7003
34961,1,31982,97518,32,8831,2,7179,72715,55,7132
34966,1,-32744,98328,58,8928,2,7828,73364,55,7183
34971,1,-31923,99149,50,9053,2,8478,74014,61,7105
34976,1,-31091,99981,51,9104,2,9125,74661,50,7101
34981,1,-30262,100810,40,9079,2,9774,75310,62,7151
34986,1,-29428,101644,40,9202,2,10431,75967,62,7244
34991,1,-28579,102493,48,9346,2,11093,76629,59,7330
34996,1,-27722,103350,43,9379,2,11755,77291,61,7268
35001,1,-26868,104204,33,9341,2,12416,77952,43,7188
35006,1,-26008,105064,41,9472,2,13079,78615,75,7293
35011,1,-25133,105939,38,9629,2,13750,79286,47,7396
35016,1,-24252,106820,39,9631,2,14423,79959,75,7438
35021,1,-23374,107698,49,9665,2,15096,80632,49,7381
35026,1,-22485,108587,47,9832,2,15766,81302,52,7353
35031,1,-21583,109489,63,9974,2,16439,81975,63,7397
35036,1,-20681,110391,39,9907,2,17121,82657,56,7515
35041,1,-19780,111292,50,9972,2,17807,83343,63,7587
35046,1,-18866,112206,62,10099,2,18492,84028,53,7541
35051,1,-17942,113130,49,10122,2,19176,84712,68,7507
35056,1,-17023,114049,32,10042,2,19865,85401,57,7568
35061,1,-16097,114975,45,10211,2,20563,86099,71,7672
35066,1,-15157,115915,44,10367,2,21265,86801,53,7704
35071,1,-14215,116857,38,10323,2,21966,87502,70,7709
35076,1,-13277,117795,37,10380,2,22664,88200,56,7715
35081,1,-12325,118747,59,10503,2,23369,88905,74,7806
35086,1,-11366,119706,54,10511,2,24083,89619,60,7861
35091,1,-10413,120659,48,10414,2,24800,90336,67,7830
35096,1,-9452,121620,46,10622,2,25514,91050,46,7793
35101,1,-8475,122597,65,10795,2,26228,91764,59,7848
35106,1,-7500,123572,40,10712,2,26952,92488,58,7971
35111,1,-6524,124548,54,10776,2,27682,93218,67,8034
35116,1,-5534,125538,47,10896,2,28407,93943,52,7980
35121,1,-4538,126534,25,10912,2,29129,94665,48,7962
35126,1,-3546,127526,40,10957,2,29856,95392,76,8048
35131,1,-2539,128533,50,11129,2,30591,96127,55,8060
35136,1,-1523,129549,53,11139,2,31327,96863,64,8026
35141,1,-513,130559,48,11044,2,32056,97592,50,7946
35146,1,509,131581,52,11295,2,-32753,98319,63,8003
35151,1,1541,132613,35,11393,2,-32018,99054,64,8103
35156,1,2569,133641,37,11243,2,-31281,99791,60,8119
35161,1,3605,134677,61,11418,2,-30547,100525,61,8040
35166,1,4653,135725,60,11570,2,-29820,101252,57,8029
35171,1,5700,136772,37,11479,2,-29088,101984,64,8099
35176,1,6746,137818,41,11536,2,-28349,102723,62,8121
35181,1,7833,138905,59,11684,2,-27594,103478,55,8039
35186,1,8893,139965,47,11643,2,-26862,104210,54,7981
35191,1,9952,141024,34,11675,2,-26133,104939,50,8009
35196,1,11024,142096,57,11802,2,-25396,105676,72,8109
35201,1,12099,143171,46,11806,2,-24656,106416,59,8108
35206,1,13171,144243,38,11841,2,-23922,107150,63,8063
35211,1,14256,145328,42,11937,2,-23193,107879,56,8050
35216,1,15346,146418,40,11961,2,-22455,108617,65,8185
35221,1,16435,147507,41,12027,2,-21709,109363,66,8240
35226,1,17538,148610,44,12144,2,-20964,110108,43,8153
35231,1,18648,149720,44,12182,2,-20225,110847,68,8065
35236,1,19753,150825,43,12194,2,-19481,111591,47,8180
35241,1,20874,151946,48,12344,2,-18727,112345,73,8282
35246,1,21997,153069,45,12343,2,-17971,113101,59,8239
35251,1,23120,154192,41,12362,2,-17223,113849,40,8173
35256,1,24257,155329,55,12559,2,-16477,114595,72,8221
35261,1,25396,156468,31,12475,2,-15721,115351,61,8381
35266,1,26534,157606,58,12554,2,-14958,116114,62,8408
35271,1,27688,158760,45,12742,2,-14200,116872,54,8324
35276,1,28837,159909,29,12557,2,-13446,117626,55,8314
35281,1,29992,161064,53,12756,2,-12668,118404,79,8412
35290,1,32140,163212,-25,12509,2,-11282,119790,-9,8112
35295,1,-32318,164290,-24,12427,2,-10599,120473,-40,7708
35300,1,-31202,165406,-30,12177,2,-9917,121155,-20,7383
35305,1,-30122,166486,-38,11689,2,-9263,121809,-36,7079
35310,1,-29065,167543,-23,11534,2,-8640,122432,-41,6727
35315,1,-28025,168583,-29,11373,2,-8056,123016,-18,6223
35320,1,-27020,169588,-52,10882,2,-7509,123563,-17,5847
35325,1,-26045,170563,-37,10613,2,-7003,124069,-26,5441
35330,1,-25087,171521,-28,10418,2,-6531,124541,-27,5032
35335,1,-24156,172452,-35,10071,2,-6089,124983,-17,4736
35340,1,-23259,173349,-41,9773,2,-5682,125390,-26,4346
35345,1,-22382,174226,-21,9595,2,-5309,125763,-29,3976
35350,1,-21524,175084,-22,9372,2,-4970,126102,-43,3550
35355,1,-20697,175911,-32,8963,2,-4668,126404,-27,3183
35360,1,-19903,176705,-37,8658,2,-4399,126673,-38,2834
35365,1,-19128,177480,-32,8457,2,-4161,126911,-30,2452
35370,1,-18375,178233,-18,8206,2,-3957,127115,-41,2123
35375,1,-17651,178957,-46,7826,2,-3775,127297,-28,1824
35380,1,-16958,179650,-31,7470,2,-3633,127439,-39,1476
35385,1,-16287,180321,-23,7271,2,-3518,127554,-40,1147
35390,1,-15636,180972,-32,7060,2,-3429,127643,-38,884
35395,1,-15009,181599,-24,6811,2,-3369,127703,-31,535
35400,1,-14413,182195,-33,6452,2,-3338,127734,-31,216
35405,1,-13846,182762,-39,6091,2,-3335,127737,-34,-79
35410,1,-13303,183305,-27,5873,2,-3353,127719,-42,-257
35415,1,-12783,183825,-21,5633,2,-3383,127689,-49,-360
35420,1,-12286,184322,-19,5319,2,-3425,127647,-52,-529
35425,1,-11812,184796,-22,5120,2,-3478,127594,-58,-599
35430,1,-11366,185242,-21,4809,2,-3540,127532,-60,-702
35435,1,-10948,185660,-32,4499,2,-3606,127466,-55,-753
35440,1,-10556,186052,-37,4183,2,-3679,127393,-48,-837
35445,1,-10187,186421,-32,3974,2,-3763,127309,-45,-967
35450,1,-9842,186766,-27,3679,2,-3861,127211,-51,-1110
35455,1,-9517,187091,-31,3495,2,-3968,127104,-59,-1207
35460,1,-9217,187391,-41,3199,2,-4082,126990,-57,-1282
35465,1,-8938,187670,-19,2965,2,-4202,126870,-48,-1344
35470,1,-8685,187923,-38,2721,2,-4333,126739,-49,-1506
35475,1,-8453,188155,-24,2437,2,-4476,126596,-63,-1586
35480,1,-8247,188361,-37,2167,2,-4625,126447,-48,-1672
35485,1,-8060,188548,-28,1913,2,-4789,126283,-52,-1745
35490,1,-7901,188707,-32,1647,2,-4950,126122,-63,-1842
35495,1,-7765,188843,-37,1396,2,-5120,125952,-47,-1907
35500,1,-7651,188957,-33,1177,2,-5302,125770,-58,-2032
35505,1,-7557,189051,-24,930,2,-5490,125582,-56,-2069
35510,1,-7492,189116,-27,623,2,-5684,125388,-48,-2161
35515,1,-7451,189157,-29,355,2,-5886,125186,-61,-2249
35520,1,-7431,189177,-32,133,2,-6094,124978,-50,-2292
35525,1,-7431,189177,-35,-81,2,-6311,124761,-61,-2421
35530,1,-7444,189164,-39,-184,2,-6533,124539,-43,-2467
35535,1,-7467,189141,-38,-278,2,-6759,124313,-57,-2520
35540,1,-7500,189108,-38,-414,2,-6993,124079,-48,-2576
35545,1,-7546,189062,-36,-551,2,-7233,123839,-63,-2644
35550,1,-7604,189004,-40,-697,2,-7475,123597,-46,-2700
35555,1,-7672,188936,-46,-786,2,-7728,123344,-68,-2811
35560,1,-7748,188860,-48,-853,2,-7985,123087,-46,-2876
35565,1,-7831,188777,-44,-956,2,-8253,122819,-63,-2942
35570,1,-7922,188686,-42,-1016,2,-8526,122546,-53,-3062
35575,1,-8021,188587,-37,-1130,2,-8810,122262,-51,-3120
35580,1,-8132,188476,-45,-1266,2,-9107,121965,-60,-3238
35585,1,-8250,188358,-53,-1327,2,-9397,121675,-47,-3306
35590,1,-8375,188233,-41,-1408,2,-9702,121370,-61,-3350
35595,1,-8510,188098,-38,-1538,2,-10011,121061,-60,-3425
35600,1,-8656,187952,-47,-1644,2,-10326,120746,-48,-3474
35605,1,-8809,187799,-45,-1692,2,-10646,120426,-55,-3512
35610,1,-8969,187639,-36,-1819,2,-10973,120099,-59,-3644
35615,1,-9139,187469,-50,-1864,2,-11308,119764,-51,-3723
35620,1,-9316,187292,-43,-1968,2,-11647,119425,-49,-3725
35625,1,-9499,187109,-43,-2068,2,-11997,119075,-62,-3860
35630,1,-9692,186916,-44,-2134,2,-12349,118723,-62,-3915
35635,1,-9891,186717,-38,-2225,2,-12706,118366,-48,-3948
35640,1,-10099,186509,-51,-2316,2,-13066,118006,-51,-3928
35645,1,-10312,186296,-37,-2366,2,-13431,117641,-64,-4014
35650,1,-10533,186075,-47,-2432,2,-13799,117273,-62,-4083
35655,1,-10758,185850,-40,-2454,2,-14169,116903,-51,-4095
35660,1,-10993,185615,-50,-2630,2,-14550,116522,-48,-4198
35665,1,-11236,185372,-39,-2698,2,-14935,116137,-46,-4263
35670,1,-11485,185123,-49,-2775,2,-15333,115739,-55,-4371
35675,1,-11744,184864,-42,-2888,2,-15735,115337,-57,-4459
35680,1,-12011,184597,-47,-2971,2,-16142,114930,-62,-4512
35685,1,-12285,184323,-43,-3042,2,-16551,114521,-65,-4457
35690,1,-12564,184044,-42,-3106,2,-16963,114109,-54,-4569
35695,1,-12853,183755,-53,-3211,2,-17373,113699,-43,-4508
35700,1,-13147,183461,-40,-3256,2,-17793,113279,-58,-4592
35705,1,-13447,183161,-44,-3331,2,-18216,112856,-47,-4681
35710,1,-13755,182853,-47,-3397,2,-18649,112423,-53,-4768
35715,1,-14066,182542,-35,-3450,2,-19086,111986,-53,-4807
35720,1,-14387,182221,-50,-3543,2,-19530,111542,-63,-4905
35725,1,-14716,181892,-53,-3666,2,-19973,111099,-61,-4898
35730,1,-15054,181554,-36,-3757,2,-20420,110652,-59,-4910
35735,1,-15402,181206,-42,-3847,2,-20872,110200,-61,-5023
35740,1,-15756,180852,-48,-3899,2,-21331,109741,-65,-5062
35745,1,-16119,180489,-54,-4043,2,-21798,109274,-68,-5190
35750,1,-16486,180122,-36,-4042,2,-22270,108802,-61,-5198
35755,1,-16861,179747,-37,-4133,2,-22748,108324,-60,-5264
35760,1,-17241,179367,-38,-4194,2,-23223,107849,-59,-5232
35765,1,-17629,178979,-48,-4310,2,-23700,107372,-60,-5235
35770,1,-18026,178582,-48,-4411,2,-24178,106894,-67,-5301
35775,1,-18434,178174,-45,-4530,2,-24661,106411,-71,-5312
35780,1,-18852,177756,-47,-4596,2,-25151,105921,-63,-5425
35785,1,-19286,177322,-36,-4699,2,-25654,105418,-52,-5401
35790,1,-19718,176890,-39,-4745,2,-26159,104913,-55,-5364
35795,1,-20156,176452,-37,-4824,2,-26636,104436,-54,-5380
35800,1,-20598,176010,-36,-4876,2,-27123,103949,-46,-5347
35805,1,-21050,175558,-42,-5003,2,-27614,103458,-59,-5408
35810,1,-21510,175098,-45,-5086,2,-28110,102962,-56,-5450
35815,1,-21984,174624,-44,-5233,2,-28612,102460,-47,-5516
35820,1,-22463,174145,-40,-5292,2,-29114,101958,-60,-5536
35825,1,-22949,173659,-39,-5335,2,-29616,101456,-52,-5497
35830,1,-23440,173168,-42,-5418,2,-30117,100955,-64,-5500
35835,1,-23935,172673,-38,-5432,2,-30618,100454,-63,-5531
35840,1,-24440,172168,-38,-5586,2,-31125,99947,-72,-5576
35845,1,-24955,171653,-42,-5722,2,-31639,99433,-62,-5697
35850,1,-25482,171126,-52,-5802,2,-32157,98915,-67,-5697
35855,1,-26016,170592,-54,-5901,2,-32678,98394,-49,-5714
35860,1,-26553,170055,-44,-5937,2,32341,97877,-48,-5695
35865,1,-27094,169514,-37,-5942,2,31823,97359,-59,-5678
35870,1,-27644,168964,-42,-6083,2,31300,96836,-53,-5774
35875,1,-28203,168405,-46,-6209,2,30773,96309,-53,-5840
35880,1,-28774,167834,-51,-6286,2,30239,95775,-62,-5871
35885,1,-29351,167257,-43,-6356,2,29703,95239,-68,-5915
35890,1,-29930,166678,-46,-6390,2,29169,94705,-68,-5863
35895,1,-30512,166096,-34,-6386,2,28635,94171,-55,-5850
35900,1,-31105,165503,-56,-6535,2,28096,93632,-55,-5958
35905,1,-31708,164900,-53,-6691,2,27550,93086,-55,-6029
35910,1,-32317,164291,-37,-6709,2,26997,92533,-60,-6080
35915,1,32605,163677,-41,-6730,2,26438,91974,-71,-6156
35920,1,31990,163062,-40,-6751,2,25882,91418,-61,-6122
35925,1,31368,162440,-42,-6872,2,25322,90858,-46,-6127
35930,1,30738,161810,-42,-6993,2,24758,90294,-48,-6244
35935,1,30098,161170,-49,-7013,2,24186,89722,-66,-6337
35940,1,29453,160525,-43,-7077,2,23608,89144,-63,-6353
35945,1,28806,159878,-51,-7120,2,23026,88562,-48,-6393
35950,1,28156,159228,-39,-7205,2,22447,87983,-51,-6382
35955,1,27496,158568,-46,-7321,2,21868,87404,-55,-6364
35960,1,26824,157896,-45,-7370,2,21281,86817,-73,-6442
35965,1,26147,157219,-34,-7429,2,20686,86222,-54,-6588
35970,1,25468,156540,-51,-7465,2,20087,85623,-44,-6617
35975,1,24784,155856,-43,-7587,2,19484,85020,-60,-6594
35980,1,24089,155161,-56,-7716,2,18882,84418,-70,-6589
35985,1,23384,154456,-38,-7764,2,18278,83814,-49,-6686
35990,1,22675,153747,-55,-7781,2,17652,83188,-58,-6746
35995,1,21964,153036,-44,-7780,2,17051,82587,-64,-6764
36000,1,21245,152317,-47,-7926,2,16433,81969,-50,-6756
36005,1,20513,151585,-37,-8065,2,15818,81354,-58,-6746
36010,1,19775,150847,-52,-8145,2,15205,80741,-75,-6783
36015,1,19034,150106,-36,-8157,2,14587,80123,-57,-6777
36020,1,18290,149362,-47,-8255,2,13961,79497,-62,-6875
36025,1,17533,148605,-61,-8394,2,13332,78868,-73,-6931
36030,1,16767,147839,-36,-8444,2,12705,78241,-53,-6903
36035,1,15996,147068,-35,-8478,2,12080,77616,-62,-6856
36040,1,15226,146298,-47,-8469,2,11448,76984,-72,-6934
36045,1,14446,145518,-36,-8602,2,10810,76346,-50,-7054
36050,1,13655,144727,-40,-8682,2,10168,75704,-53,-7086
36055,1,12859,143931,-49,-8727,2,9527,75063,-62,-7013
36060,1,12064,143136,-43,-8692,2,8890,74426,-55,-6960
36065,1,11262,142334,-46,-8820,2,8249,73785,-66,-7060
36070,1,10450,141522,-45,-8931,2,7601,73137,-53,-7195
36075,1,9632,140704,-58,-8958,2,6946,72482,-57,-7213
36080,1,8817,139889,-30,-8882,2,6291,71827,-62,-7177
36085,1,7997,139069,-47,-9023,2,5637,71173,-47,-7153
36090,1,7145,138217,-57,-9132,2,4963,70499,-64,-7239
36095,1,6308,137380,-50,-9166,2,4297,69833,-57,-7386
36100,1,5473,136545,-40,-9133,2,3609,69145,-55,-7414
36105,1,4632,135704,-42,-9271,2,2955,68491,-66,-7357
36110,1,3778,134850,-47,-9383,2,2287,67823,-43,-7312
36115,1,2919,133991,-48,-9438,2,1615,67151,-73,-7370
36120,1,2061,133133,-44,-9425,2,935,66471,-58,-7520
36125,1,1195,132267,-54,-9588,2,248,65784,-66,-7579
36130,1,316,131388,-46,-9704,2,-437,65099,-43,-7536
36135,1,-566,130506,-38,-9706,2,-1119,64417,-64,-7485
36140,1,-1447,129625,-38,-9748,2,-1806,63730,-55,-7556
36145,1,-2343,128729,-43,-9932,2,-2503,63033,-69,-7645
36150,1,-3248,127824,-52,-9975,2,-3202,62334,-54,-7692
36155,1,-4152,126920,-31,-9880,2,-3897,61639,-60,-7612
36160,1,-5058,126014,-39,-9987,2,-4588,60948,-55,-7631
36165,1,-5979,125093,-54,-10128,2,-5281,60255,-58,-7667
36170,1,-6907,124165,-48,-10170,2,-5981,59555,-56,-7664
36175,1,-7830,123242,-50,-10160,2,-6679,58857,-52,-7602
36180,1,-8764,122308,-60,-10349,2,-7369,58167,-54,-7525
36185,1,-9709,121363,-62,-10418,2,-8060,57476,-60,-7633
36190,1,-10652,120420,-47,-10316,2,-8755,56781,-71,-7683
36195,1,-11594,119478,-46,-10384,2,-9474,56062,-57,-7747
36200,1,-12550,118522,-49,-10495,2,-10171,55365,-56,-7642
36205,1,-13510,117562,-34,-10530,2,-10847,54689,-61,-7548
36210,1,-14464,116608,-45,-10532,2,-11542,53994,-76,-7654
36215,1,-15431,115641,-50,-10727,2,-12242,53294,-62,-7708
36220,1,-16406,114666,-48,-10724,2,-12945,52591,-69,-7718
36225,1,-17378,113694,-32,-10604,2,-13643,51893,-53,-7657
36230,1,-18355,112717,-41,-10790,2,-14335,51201,-64,-7664
36235,1,-19346,111726,-48,-10913,2,-15034,50502,-54,-7696
36240,1,-20338,110734,-47,-10891,2,-15743,49793,-64,-7766
36245,1,-21328,109744,-57,-10941,2,-16454,49082,-52,-7767
36250,1,-22335,108737,-60,-11075,2,-17156,48380,-63,-7689
36255,1,-23346,107726,-36,-11074,2,-17857,47679,-60,-7714
36260,1,-24353,106719,-33,-11121,2,-18564,46972,-73,-7843
36265,1,-25375,105697,-53,-11314,2,-19278,46258,-63,-7872
36270,1,-26403,104669,-55,-11257,2,-19990,45546,-63,-7775
36275,1,-27428,103644,-44,-11249,2,-20696,44840,-58,-7731
36280,1,-28465,102607,-45,-11498,2,-21409,44127,-57,-7843
36285,1,-29512,101560,-50,-11511,2,-22132,43404,-56,-7934
36294,1,-31435,99637,36,-11308,2,-23459,42077,39,-7676
36299,1,-32406,98666,27,-11136,2,-24117,41419,20,-7269
36304,1,32141,97677,43,-10715,2,-24739,40797,36,-6865
36309,1,31189,96725,25,-10386,2,-25345,40191,42,-6460
36314,1,30259,95795,30,-10092,2,-25910,39626,27,-6057
36319,1,29359,94895,38,-9727,2,-26431,39105,35,-5537
36324,1,28495,94031,53,-9298,2,-26909,38627,29,-5059
36329,1,27660,93196,32,-9055,2,-27343,38193,33,-4672
36334,1,26849,92385,33,-8762,2,-27741,37795,45,-4224
36339,1,26067,91603,39,-8424,2,-28101,37435,39,-3773
36344,1,25320,90856,40,-8044,2,-28429,37107,35,-3457
36349,1,24602,90138,27,-7787,2,-28714,36822,36,-3001
36354,1,23906,89442,35,-7572,2,-28963,36573,41,-2585
36359,1,23238,88774,36,-7252,2,-29175,36361,38,-2176
36364,1,22600,88136,37,-6900,2,-29349,36187,36,-1756
36369,1,21993,87529,50,-6516,2,-29486,36050,49,-1365
36374,1,21414,86950,35,-6268,2,-29590,35946,41,-1018
36379,1,20859,86395,26,-6018,2,-29662,35874,38,-673
36384,1,20330,85866,31,-5686,2,-29699,35837,37,-259
36389,1,19827,85363,33,-5405,2,-29703,35833,43,75
36394,1,19343,84879,39,-5088,2,-29687,35849,54,243
36399,1,18900,84436,32,-4739,2,-29656,35880,56,401
36404,1,18486,84022,37,-4468,2,-29612,35924,63,519
36409,1,18097,83633,40,-4160,2,-29556,35980,64,668
36414,1,17734,83270,46,-3903,2,-29488,36048,62,802
36419,1,17395,82931,43,-3607,2,-29411,36125,57,885
36424,1,17084,82620,36,-3313,2,-29321,36215,54,1017
36429,1,16801,82337,41,-2997,2,-29217,36319,59,1210
36434,1,16543,82079,35,-2716,2,-29103,36433,68,1279
36439,1,16315,81851,44,-2409,2,-28980,36556,66,1370
36444,1,16111,81647,30,-2133,2,-28847,36689,52,1519
36449,1,15937,81473,40,-1805,2,-28701,36835,59,1669
36454,1,15786,81322,37,-1538,2,-28543,36993,67,1773
36459,1,15663,81199,36,-1242,2,-28376,37160,50,1899
36464,1,15567,81103,35,-934,2,-28194,37342,67,2035
36469,1,15500,81036,38,-611,2,-28003,37533,61,2128
36474,1,15461,80997,43,-334,2,-27804,37732,57,2252
36479,1,15446,80982,45,-75,2,-27592,37944,65,2369
36484,1,15451,80987,48,121,2,-27371,38165,57,2482
36489,1,15469,81005,50,240,2,-27140,38396,64,2548
36494,1,15498,81034,50,362,2,-26901,38635,56,2638
36499,1,15540,81076,46,535,2,-26652,38884,67,2774
36504,1,15599,81135,44,694,2,-26393,39143,62,2923
36509,1,15672,81208,48,852,2,-26126,39410,58,2987
36514,1,15758,81294,50,1005,2,-25846,39690,73,3133
36519,1,15857,81393,59,1147,2,-25556,39980,54,3217
36524,1,15967,81503,51,1224,2,-25259,40277,65,3304
36529,1,16088,81624,46,1415,2,-24951,40585,62,3425
36534,1,16225,81761,52,1554,2,-24634,40902,51,3501
36539,1,16373,81909,54,1667,2,-24311,41225,63,3568
36544,1,16532,82068,43,1803,2,-23977,41559,70,3725
36549,1,16706,82242,52,1983,2,-23638,41898,58,3761
36554,1,16892,82428,54,2068,2,-23287,42249,59,3903
36559,1,17090,82626,47,2224,2,-22926,42610,68,3992
36564,1,17300,82836,55,2350,2,-22550,42986,72,4217
36569,1,17522,83058,44,2528,2,-22164,43372,60,4286
36574,1,17758,83294,59,2626,2,-21767,43769,60,4381
36579,1,18003,83539,44,2746,2,-21359,44177,55,4482
36584,1,18262,83798,56,2861,2,-20947,44589,50,4588
36589,1,18531,84067,51,3020,2,-20525,45011,66,4591
36594,1,18811,84347,46,3085,2,-20095,45441,63,4825
36599,1,19104,84640,53,3269,2,-19656,45880,69,4861
36604,1,19409,84945,45,3409,2,-19203,46333,78,5006
36609,1,19727,85263,46,3522,2,-18739,46797,78,5135
36614,1,20058,85594,58,3707,2,-18268,47268,76,5245
36619,1,20400,85936,51,3813,2,-17795,47741,71,5219
36624,1,20755,86291,42,3936,2,-17314,48222,72,5276
36629,1,21123,86659,49,4079,2,-16831,48705,66,5350
36634,1,21500,87036,58,4179,2,-16336,49200,74,5465
36639,1,21889,87425,56,4324,2,-15830,49706,59,5662
36644,1,22285,87821,47,4396,2,-15316,50220,62,5679
36649,1,22696,88232,47,4551,2,-14791,50745,53,5716
36654,1,23118,88654,49,4678,2,-14264,51272,54,5807
36659,1,23554,89090,42,4831,2,-13736,51800,61,5811
36664,1,24001,89537,46,4945,2,-13197,52339,75,5957
36669,1,24462,89998,49,5090,2,-12648,52888,81,6094
36674,1,24929,90465,49,5179,2,-12093,53443,68,6116
36679,1,25406,90942,42,5241,2,-11532,54004,57,6163
36684,1,25894,91430,40,5408,2,-10970,54566,54,6197
36689,1,26394,91930,51,5541,2,-10406,55130,78,6211
36694,1,26920,92456,48,5697,2,-9817,55719,67,6341
36699,1,27447,92983,48,5846,2,-9229,56307,67,6513
36704,1,27982,93518,52,5901,2,-8633,56903,54,6588
36709,1,28525,94061,56,5991,2,-8033,57503,69,6572
36714,1,29074,94610,48,6101,2,-7432,58104,65,6602
36719,1,29637,95173,43,6212,2,-6829,58707,61,6656
36724,1,30214,95750,55,6367,2,-6218,59318,66,6764
36729,1,30803,96339,54,6535,2,-5598,59938,67,6841
36734,1,31398,96934,59,6557,2,-4973,60563,54,6851
36739,1,31999,97535,48,6584,2,-4348,61188,60,6889
36744,1,32610,98146,52,6771,2,-3721,61815,64,6926
36749,1,-32302,98770,58,6914,2,-3084,62452,63,7036
36754,1,-31667,99405,48,7023,2,-2432,63104,80,7173
36759,1,-31019,100053,60,7116,2,-1771,63765,57,7280
36764,1,-30366,100706,41,7165,2,-1111,64425,63,7284
36769,1,-29707,101365,58,7318,2,-449,65087,61,7324
36774,1,-29032,102040,56,7511,2,225,65761,60,7422
36779,1,-28343,102729,46,7628,2,912,66448,79,7565
36784,1,-27643,103429,53,7667,2,1606,67142,61,7607
36789,1,-26940,104132,40,7702,2,2301,67837,71,7651
36794,1,-26228,104844,59,7875,2,2999,68535,58,7733
36799,1,-25499,105573,53,8078,2,3709,69245,82,7902
36804,1,-24757,106315,51,8205,2,4431,69967,67,7942
36809,1,-24010,107062,59,8263,2,5158,70694,67,7958
36814,1,-23257,107815,44,8339,2,5883,71419,51,7920
36819,1,-22490,108582,53,8513,2,6617,72153,66,8076
36824,1,-21708,109364,49,8661,2,7362,72898,69,8218
36829,1,-20918,110154,35,8688,2,8115,73651,67,8279
36834,1,-20127,110945,62,8703,2,8866,74402,79,8263
36839,1,-19322,111750,65,8895,2,9619,75155,55,8333
36844,1,-18503,112569,48,9060,2,10383,75919,66,8477
36849,1,-17675,113397,45,9067,2,11156,76692,81,8547
36854,1,-16846,114226,64,9124,2,11930,77466,63,8516
36859,1,-16004,115068,55,9318,2,12703,78239,63,8531
36864,1,-15146,115926,50,9484,2,13483,79019,82,8630
36869,1,-14283,116789,39,9479,2,14274,79810,65,8686
36874,1,-13420,117652,45,9555,2,15066,80602,56,8675
36879,1,-12541,118531,60,9742,2,15857,81393,64,8661
36884,1,-11649,119423,53,9864,2,16654,82190,66,8779
36889,1,-10756,120316,56,9831,2,17464,83000,69,8883
36894,1,-9858,121214,63,9940,2,18279,83815,62,8923
36899,1,-8942,122130,67,10106,2,19090,84626,72,8865
36904,1,-8016,123056,55,10147,2,19908,85444,54,9001
36909,1,-7090,123982,59,10147,2,20738,86274,69,9115
36914,1,-6151,124921,69,10393,2,21573,87109,66,9140
36919,1,-5195,125877,68,10576,2,22426,87962,69,9111
36924,1,-4236,126836,46,10535,2,23245,88781,65,9255
36929,1,-3273,127799,66,10678,2,24097,89633,69,9372
36934,1,-2291,128781,50,10820,2,24954,90490,61,9403
36939,1,-1300,129772,48,10846,2,25807,91343,62,9349
36944,1,-310,130762,45,10943,2,26668,92204,87,9563
36949,1,697,131769,54,11138,2,27540,93076,86,9648
36954,1,1716,132788,55,11196,2,28414,93950,60,9590
36959,1,2733,133805,56,11146,2,29282,94818,57,9594
36964,1,3766,134838,69,11409,2,30161,95697,73,9729
36969,1,4810,135882,45,11548,2,31049,96585,73,9795
36974,1,5855,136927,46,11434,2,31933,97469,49,9655
36979,1,6908,137980,56,11637,2,-32723,98349,72,9706
36984,1,7977,139049,71,11811,2,-31831,99241,81,9801
36989,1,9047,140119,40,11722,2,-30935,100137,75,9786
36994,1,10121,141193,54,11856,2,-30047,101025,75,9682
36999,1,11241,142313,73,12079,2,-29131,101941,88,9869
37004,1,12334,143406,41,11998,2,-28227,102845,69,9972
37009,1,13433,144505,66,12127,2,-27323,103749,66,9909
37014,1,14552,145624,63,12359,2,-26427,104645,52,9879
37019,1,15670,146742,39,12235,2,-25499,105573,63,10022
37024,1,16797,147869,66,12471,2,-24609,106463,73,10029
37029,1,17943,149015,52,12668,2,-23702,107370,42,9907
37034,1,19089,150161,47,12531,2,-22795,108277,63,9995
37039,1,20247,151319,50,12819,2,-21874,109198,74,10136
37044,1,21417,152489,60,12853,2,-20947,110125,57,10137
37049,1,22588,153660,30,12872,2,-20027,111045,49,10099
37054,1,23773,154845,63,13085,2,-19097,111975,64,10322
37059,1,24970,156042,43,13116,2,-18157,112915,62,10374
37064,1,26166,157238,60,13215,2,-17221,113851,48,10221
37069,1,27378,158450,58,13358,2,-16287,114785,59,10305
37074,1,28597,159669,42,13368,2,-15338,115734,65,10444
37079,1,29818,160890,68,13469,2,-14383,116689,61,10454
37084,1,31057,162129,61,13688,2,-13434,117638,56,10449
37089,1,32294,163366,52,13529,2,-12497,118575,72,10649
37094,1,-31996,164612,65,13783,2,-11504,119568,69,10662
37099,1,-30736,165872,44,13805,2,-10539,120533,49,10533
37104,1,-29478,167130,67,13888,2,-9570,121502,63,10690
37109,1,-28201,168407,65,14118,2,-8582,122490,70,10891
