TimeStamp,MotorID,EncoderValue,TotalAngle,iqcurrentValue,speed,MotorID,EncoderValue,TotalAngle,iqcurrentValue,speed
29270,1,-3009,-3009,-17,-18,2,23496,23496,-13,-47
29275,1,-3011,-3011,-19,-12,2,23491,23491,-22,-59
29280,1,-3011,-3011,-22,0,2,23486,23486,-27,-49
29285,1,-3011,-3011,-22,-5,2,23483,23483,-29,-40
29290,1,-3012,-3012,-22,-6,2,23479,23479,-30,-42
29295,1,-3012,-3012,-23,0,2,23475,23475,-30,-39
29300,1,-3012,-3012,-23,0,2,23472,23472,-29,-36
29305,1,-3012,-3012,-22,0,2,23468,23468,-29,-32
29310,1,-3012,-3012,-23,0,2,23465,23465,-29,-37
29315,1,-3012,-3012,-24,0,2,23462,23462,-29,-40
29320,1,-3012,-3012,-22,0,2,23458,23458,-28,-46
29325,1,-3012,-3012,-22,0,2,23452,23452,-27,-66
29330,1,-3012,-3012,-22,0,2,23444,23444,-27,-99
29335,1,-3012,-3012,-22,0,2,23433,23433,-25,-142
29340,1,-3012,-3012,-22,0,2,23417,23417,-25,-183
29345,1,-3012,-3012,-23,0,2,23399,23399,-24,-204
29350,1,-3012,-3012,-23,0,2,23380,23380,-25,-203
29355,1,-3012,-3012,-23,0,2,23361,23361,-26,-231
29360,1,-3012,-3012,-21,0,2,23337,23337,-24,-291
29365,1,-3012,-3012,-22,0,2,23307,23307,-28,-333
29370,1,-3012,-3012,-22,0,2,23276,23276,-28,-351
29375,1,-3012,-3012,-22,0,2,23241,23241,-31,-398
29380,1,-3012,-3012,-23,0,2,23207,23207,-37,-364
29385,1,-3012,-3012,-23,0,2,23177,23177,-37,-325
29390,1,-3012,-3012,-22,0,2,23148,23148,-37,-292
29395,1,-3012,-3012,-22,0,2,23124,23124,-37,-248
29400,1,-3012,-3012,-23,0,2,23104,23104,-35,-207
29405,1,-3012,-3012,-23,0,2,23086,23086,-37,-188
29410,1,-3012,-3012,-22,0,2,23070,23070,-33,-180
29415,1,-3012,-3012,-22,0,2,23053,23053,-32,-184
29420,1,-3012,-3012,-22,0,2,23036,23036,-31,-183
29425,1,-3012,-3012,-23,0,2,23020,23020,-27,-187
29430,1,-3012,-3012,-23,0,2,23001,23001,-28,-203
29435,1,-3012,-3012,-22,0,2,22981,22981,-25,-244
29440,1,-3012,-3012,-24,0,2,22955,22955,-25,-292
29445,1,-3012,-3012,-24,0,2,22927,22927,-26,-304
29450,1,-3012,-3012,-22,0,2,22899,22899,-25,-329
29455,1,-3012,-3012,-22,0,2,22866,22866,-26,-378
29460,1,-3012,-3012,-23,0,2,22830,22830,-27,-405
29465,1,-3012,-3012,-23,0,2,22790,22790,-30,-458
29470,1,-3012,-3012,-22,0,2,22749,22749,-36,-429
29475,1,-3012,-3012,-23,0,2,22709,22709,-37,-453
29480,1,-3012,-3012,-23,0,2,22671,22671,-36,-394
29485,1,-3012,-3012,-22,0,2,22636,22636,-36,-369
29490,1,-3012,-3012,-23,0,2,22604,22604,-33,-345
29495,1,-3012,-3012,-21,0,2,22573,22573,-31,-325
29500,1,-3012,-3012,-23,0,2,22542,22542,-28,-349
29505,1,-3012,-3012,-23,0,2,22509,22509,-26,-374
29510,1,-3012,-3012,-23,0,2,22474,22474,-25,-387
29515,1,-3012,-3012,-23,0,2,22437,22437,-24,-431
29520,1,-3012,-3012,-22,0,2,22395,22395,-28,-464
29525,1,-3012,-3012,-23,0,2,22352,22352,-28,-491
29530,1,-3012,-3012,-23,0,2,22306,22306,-35,-496
29535,1,-3012,-3012,-23,0,2,22263,22263,-35,-481
29540,1,-3012,-3012,-22,0,2,22221,22221,-37,-436
29545,1,-3012,-3012,-23,0,2,22183,22183,-36,-423
29550,1,-3012,-3012,-22,0,2,22145,22145,-34,-418
29555,1,-3012,-3012,-22,0,2,22108,22108,-31,-405
29560,1,-3012,-3012,-22,0,2,22070,22070,-27,-426
29565,1,-3012,-3012,-23,0,2,22032,22032,-25,-428
29570,1,-3012,-3012,-24,0,2,21991,21991,-26,-464
29575,1,-3012,-3012,-23,0,2,21946,21946,-26,-508
29580,1,-3012,-3012,-22,0,2,21897,21897,-25,-572
29585,1,-3012,-3012,-22,0,2,21844,21844,-32,-584
29590,1,-3012,-3012,-22,0,2,21790,21790,-36,-568
29595,1,-3012,-3012,-23,0,2,21742,21742,-36,-525
29600,1,-3012,-3012,-23,0,2,21693,21693,-34,-527
29605,1,-3012,-3012,-22,0,2,21646,21646,-29,-527
29610,1,-3012,-3012,-23,0,2,21597,21597,-26,-540
29615,1,-3012,-3012,-24,0,2,21546,21546,-26,-569
29620,1,-3012,-3012,-23,0,2,21494,21494,-23,-576
29625,1,-3012,-3012,-24,0,2,21438,21438,-27,-627
29630,1,-3012,-3012,-23,0,2,21379,21379,-32,-657
29635,1,-3012,-3012,-23,0,2,21319,21319,-34,-659
29640,1,-3012,-3012,-23,0,2,21260,21260,-34,-631
29645,1,-3012,-3012,-23,0,2,21205,21205,-34,-594
29650,1,-3012,-3012,-23,0,2,21150,21150,-27,-626
29655,1,-3012,-3012,-22,0,2,21093,21093,-24,-641
29660,1,-3012,-3012,-23,0,2,21032,21032,-25,-657
29665,1,-3012,-3012,-23,0,2,20968,20968,-27,-738
29670,1,-3012,-3012,-23,0,2,20903,20903,-33,-728
29675,1,-3012,-3012,-22,0,2,20835,20835,-38,-711
29680,1,-3012,-3012,-22,0,2,20770,20770,-34,-722
29685,1,-3012,-3012,-22,0,2,20708,20708,-31,-674
29690,1,-3012,-3012,-23,0,2,20645,20645,-28,-667
29695,1,-3012,-3012,-22,0,2,20580,20580,-23,-746
29700,1,-3012,-3012,-22,0,2,20512,20512,-26,-776
29705,1,-3012,-3012,-22,0,2,20440,20440,-32,-779
29710,1,-3012,-3012,-21,0,2,20372,20372,-38,-804
29715,1,-3012,-3012,-23,0,2,20301,20301,-35,-772
29720,1,-3012,-3012,-23,0,2,20231,20231,-27,-782
29725,1,-3012,-3012,-23,0,2,20160,20160,-24,-779
29730,1,-3012,-3012,-22,0,2,20087,20087,-24,-799
29735,1,-3012,-3012,-23,0,2,20010,20010,-28,-847
29740,1,-3012,-3012,-22,0,2,19931,19931,-33,-870
29745,1,-3012,-3012,-22,0,2,19852,19852,-31,-851
29750,1,-3012,-3012,-23,0,2,19776,19776,-30,-819
29755,1,-3012,-3012,-22,0,2,19703,19703,-23,-831
29760,1,-3012,-3012,-22,0,2,19625,19625,-25,-863
29765,1,-3012,-3012,-22,0,2,19543,19543,-29,-896
29770,1,-3012,-3012,-23,0,2,19461,19461,-35,-901
29775,1,-3012,-3012,-23,0,2,19380,19380,-37,-861
29780,1,-3012,-3012,-22,0,2,19302,19302,-31,-862
29785,1,-3012,-3012,-22,0,2,19224,19224,-25,-868
29790,1,-3012,-3012,-23,0,2,19143,19143,-21,-908
29795,1,-3012,-3012,-21,0,2,19058,19058,-28,-940
29800,1,-3012,-3012,-22,0,2,18973,18973,-37,-935
29805,1,-3012,-3012,-23,0,2,18891,18891,-36,-873
29810,1,-3012,-3012,-22,0,2,18810,18810,-30,-870
29815,1,-3012,-3012,-24,0,2,18731,18731,-24,-885
29820,1,-3012,-3012,-22,0,2,18648,18648,-26,-918
29825,1,-3012,-3012,-23,0,2,18561,18561,-36,-960
29830,1,-3012,-3012,-22,0,2,18475,18475,-39,-937
29835,1,-3012,-3012,-23,0,2,18393,18393,-35,-899
29840,1,-3012,-3012,-22,0,2,18311,18311,-29,-898
29845,1,-3012,-3012,-23,0,2,18227,18227,-24,-924
29850,1,-3012,-3012,-23,0,2,18147,18147,-27,-915
29855,1,-3012,-3012,-22,0,2,18062,18062,-36,-934
29860,1,-3012,-3012,-23,0,2,17980,17980,-39,-884
29865,1,-3012,-3012,-23,0,2,17902,17902,-31,-830
29870,1,-3012,-3012,-22,0,2,17825,17825,-25,-834
29875,1,-3012,-3012,-23,0,2,17745,17745,-26,-873
29880,1,-3012,-3012,-23,0,2,17664,17664,-29,-907
29885,1,-3012,-3012,-23,0,2,17582,17582,-36,-892
29890,1,-3012,-3012,-23,0,2,17502,17502,-36,-877
29895,1,-3012,-3012,-23,0,2,17426,17426,-29,-828
29900,1,-3012,-3012,-22,0,2,17351,17351,-26,-799
29905,1,-3012,-3012,-22,0,2,17275,17275,-26,-837
29910,1,-3012,-3012,-23,0,2,17193,17193,-30,-884
29915,1,-3012,-3012,-23,0,2,17118,17118,-37,-837
29920,1,-3012,-3012,-22,0,2,17044,17044,-40,-806
29925,1,-3012,-3012,-22,0,2,16975,16975,-31,-758
29930,1,-3012,-3012,-22,0,2,16907,16907,-28,-729
29935,1,-3012,-3012,-22,0,2,16838,16838,-26,-762
29940,1,-3012,-3012,-23,0,2,16768,16768,-27,-799
29945,1,-3012,-3012,-23,0,2,16695,16695,-33,-825
29950,1,-3012,-3012,-22,0,2,16620,16620,-36,-773
29955,1,-3012,-3012,-23,0,2,16553,16553,-36,-721
29960,1,-3012,-3012,-22,0,2,16489,16489,-30,-707
29965,1,-3012,-3012,-23,0,2,16425,16425,-25,-711
29970,1,-3012,-3012,-22,0,2,16359,16359,-26,-720
29975,1,-3012,-3012,-23,0,2,16292,16292,-29,-735
29980,1,-3012,-3012,-23,0,2,16224,16224,-32,-778
29985,1,-3012,-3012,-22,0,2,16157,16157,-37,-731
29990,1,-3012,-3012,-22,0,2,16091,16091,-37,-686
29995,1,-3012,-3012,-21,0,2,16030,16030,-32,-673
30000,1,-3012,-3012,-22,0,2,15970,15970,-26,-675
30005,1,-3012,-3012,-21,0,2,15908,15908,-25,-680
30010,1,-3012,-3012,-22,0,2,15842,15842,-26,-730
30015,1,-3012,-3012,-22,0,2,15776,15776,-31,-741
30020,1,-3012,-3012,-21,0,2,15709,15709,-34,-713
30025,1,-3012,-3012,-23,0,2,15645,15645,-34,-684
30030,1,-3012,-3012,-23,0,2,15582,15582,-34,-694
30035,1,-3012,-3012,-22,0,2,15520,15520,-27,-688
30040,1,-3012,-3012,-23,0,2,15458,15458,-29,-685
30045,1,-3012,-3012,-22,0,2,15392,15392,-26,-739
30050,1,-3012,-3012,-22,0,2,15324,15324,-28,-781
30055,1,-3012,-3012,-22,0,2,15252,15252,-34,-760
30060,1,-3012,-3012,-22,0,2,15185,15185,-38,-695
30065,1,-3012,-3012,-22,0,2,15121,15121,-35,-704
30070,1,-3012,-3012,-23,0,2,15059,15059,-26,-715
30075,1,-3012,-3012,-22,0,2,14995,14995,-24,-688
30080,1,-3012,-3012,-22,0,2,14930,14930,-26,-700
30085,1,-3012,-3012,-23,0,2,14863,14863,-29,-745
30090,1,-3012,-3012,-23,0,2,14796,14796,-34,-745
30095,1,-3012,-3012,-23,0,2,14729,14729,-38,-698
30100,1,-3012,-3012,-22,0,2,14667,14667,-37,-672
30105,1,-3012,-3012,-22,0,2,14608,14608,-29,-662
30110,1,-3012,-3012,-22,0,2,14548,14548,-24,-653
30115,1,-3012,-3012,-23,0,2,14484,14484,-25,-702
30120,1,-3012,-3012,-23,0,2,14419,14419,-26,-752
30125,1,-3012,-3012,-23,0,2,14352,14352,-34,-728
30130,1,-3012,-3012,-22,0,2,14284,14284,-38,-738
30135,1,-3012,-3012,-22,0,2,14219,14219,-36,-712
30140,1,-3012,-3012,-23,0,2,14156,14156,-30,-688
30145,1,-3012,-3012,-23,0,2,14093,14093,-27,-665
30150,1,-3012,-3012,-23,0,2,14029,14029,-24,-702
30155,1,-3012,-3012,-23,0,2,13963,13963,-25,-747
30160,1,-3012,-3012,-22,0,2,13896,13896,-33,-726
30165,1,-3012,-3012,-22,0,2,13830,13830,-38,-728
30170,1,-3012,-3012,-22,0,2,13766,13766,-37,-711
30175,1,-3012,-3012,-23,0,2,13703,13703,-30,-690
30180,1,-3012,-3012,-22,0,2,13639,13639,-28,-690
30185,1,-3012,-3012,-22,0,2,13575,13575,-26,-723
30190,1,-3012,-3012,-22,0,2,13511,13511,-24,-731
30195,1,-3012,-3012,-23,0,2,13443,13443,-31,-732
30200,1,-3012,-3012,-23,0,2,13372,13372,-37,-726
30205,1,-3012,-3012,-23,0,2,13308,13308,-38,-727
30210,1,-3012,-3012,-23,0,2,13246,13246,-34,-674
30215,1,-3012,-3012,-23,0,2,13184,13184,-27,-673
30220,1,-3012,-3012,-22,0,2,13120,13120,-21,-726
30225,1,-3012,-3012,-22,0,2,13055,13055,-26,-725
30230,1,-3012,-3012,-23,0,2,12988,12988,-29,-740
30235,1,-3012,-3012,-23,0,2,12918,12918,-35,-761
30240,1,-3012,-3012,-23,0,2,12849,12849,-37,-750
30245,1,-3012,-3012,-22,0,2,12785,12785,-36,-697
30250,1,-3012,-3012,-22,0,2,12723,12723,-28,-674
30255,1,-3012,-3012,-23,0,2,12658,12658,-24,-702
30260,1,-3012,-3012,-23,0,2,12593,12593,-23,-763
30265,1,-3012,-3012,-22,0,2,12524,12524,-28,-759
30274,1,-3010,-3010,12,56,2,12397,12397,5,-672
30279,1,-3004,-3004,21,66,2,12353,12353,16,-428
30284,1,-2997,-2997,26,81,2,12327,12327,19,-199
30289,1,-2989,-2989,26,103,2,12322,12322,21,10
30294,1,-2977,-2977,27,144,2,12333,12333,27,158
30299,1,-2961,-2961,30,187,2,12351,12351,30,208
30304,1,-2942,-2942,31,217,2,12375,12375,28,303
30309,1,-2923,-2923,35,195,2,12410,12410,31,427
30314,1,-2908,-2908,38,144,2,12453,12453,34,500
30319,1,-2897,-2897,36,108,2,12504,12504,38,588
30324,1,-2888,-2888,37,98,2,12559,12559,42,620
30329,1,-2879,-2879,34,98,2,12615,12615,48,614
30334,1,-2869,-2869,35,110,2,12672,12672,41,634
30339,1,-2859,-2859,34,114,2,12730,12730,36,641
30344,1,-2849,-2849,35,110,2,12791,12791,34,682
30349,1,-2840,-2840,35,87,2,12857,12857,30,768
30354,1,-2834,-2834,34,59,2,12929,12929,35,798
30359,1,-2829,-2829,35,48,2,13010,13010,45,832
30364,1,-2826,-2826,33,34,2,13086,13086,47,860
30369,1,-2823,-2823,34,22,2,13166,13166,41,868
30374,1,-2821,-2821,35,16,2,13247,13247,34,922
30379,1,-2820,-2820,34,14,2,13334,13334,33,993
30384,1,-2818,-2818,35,18,2,13427,13427,39,1046
30389,1,-2816,-2816,32,21,2,13521,13521,45,1044
30394,1,-2813,-2813,32,34,2,13614,13614,39,1047
30399,1,-2809,-2809,31,45,2,13709,13709,34,1059
30404,1,-2803,-2803,30,71,2,13808,13808,33,1114
30409,1,-2795,-2795,29,101,2,13914,13914,39,1185
30414,1,-2783,-2783,28,149,2,14021,14021,49,1158
30419,1,-2767,-2767,29,193,2,14128,14128,38,1162
30424,1,-2748,-2748,28,223,2,14238,14238,28,1232
30429,1,-2726,-2726,26,251,2,14352,14352,38,1276
30434,1,-2700,-2700,24,303,2,14470,14470,42,1297
30439,1,-2669,-2669,24,354,2,14586,14586,40,1254
30444,1,-2636,-2636,25,364,2,14702,14702,31,1288
30449,1,-2600,-2600,24,401,2,14824,14824,38,1360
30454,1,-2561,-2561,28,454,2,14947,14947,50,1347
30459,1,-2517,-2517,26,496,2,15072,15072,36,1378
30464,1,-2468,-2468,30,555,2,15198,15198,36,1397
30469,1,-2418,-2418,35,552,2,15329,15329,41,1462
30474,1,-2367,-2367,33,564,2,15460,15460,41,1451
30479,1,-2319,-2319,33,520,2,15592,15592,35,1455
30484,1,-2268,-2268,27,559,2,15728,15728,37,1515
30489,1,-2212,-2212,23,653,2,15866,15866,44,1521
30494,1,-2152,-2152,24,675,2,16006,16006,37,1528
30499,1,-2087,-2087,29,714,2,16148,16148,31,1581
30504,1,-2021,-2021,29,743,2,16294,16294,45,1604
30509,1,-1951,-1951,31,785,2,16441,16441,42,1605
30514,1,-1879,-1879,34,780,2,16588,16588,33,1648
30519,1,-1807,-1807,28,793,2,16742,16742,43,1712
30524,1,-1735,-1735,22,818,2,16897,16897,41,1701
30529,1,-1657,-1657,22,886,2,17052,17052,31,1704
30534,1,-1574,-1574,28,923,2,17211,17211,44,1757
30539,1,-1490,-1490,36,911,2,17371,17371,41,1774
30544,1,-1406,-1406,32,937,2,17534,17534,34,1814
30549,1,-1319,-1319,25,963,2,17702,17702,46,1841
30554,1,-1227,-1227,25,979,2,17888,17888,34,1847
30559,1,-1137,-1137,27,1018,2,18040,18040,32,1885
30564,1,-1041,-1041,34,1057,2,18218,18218,46,1903
30569,1,-945,-945,34,1044,2,18388,18388,36,1928
30574,1,-850,-850,23,1055,2,18566,18566,39,1983
30579,1,-748,-748,24,1126,2,18745,18745,42,1964
30584,1,-645,-645,26,1145,2,18926,18926,29,1979
30589,1,-539,-539,35,1179,2,19111,19111,46,2047
30594,1,-431,-431,32,1181,2,19298,19298,32,2062
30599,1,-323,-323,20,1207,2,19488,19488,39,2098
30604,1,-209,-209,28,1256,2,19681,19681,43,2141
30609,1,-93,-93,34,1267,2,19875,19875,32,2148
30614,1,23,23,33,1285,2,20075,20075,44,2176
30619,1,148,148,24,1323,2,20276,20276,34,2230
30624,1,274,274,27,1404,2,20478,20478,41,2249
30629,1,402,402,38,1396,2,20683,20683,39,2235
30634,1,529,529,27,1417,2,20890,20890,38,2307
30639,1,661,661,24,1445,2,21100,21100,37,2296
30644,1,794,794,30,1503,2,21308,21308,32,2301
30649,1,932,932,35,1490,2,21519,21519,48,2311
30654,1,1068,1068,22,1533,2,21731,21731,31,2319
30659,1,1214,1214,28,1558,2,21950,21950,43,2359
30664,1,1357,1357,36,1588,2,22164,22164,32,2361
30669,1,1502,1502,28,1576,2,22379,22379,49,2385
30674,1,1648,1648,24,1650,2,22596,22596,36,2383
30679,1,1798,1798,31,1624,2,22817,22817,41,2431
30684,1,1947,1947,25,1661,2,23037,23037,33,2425
30689,1,2101,2101,25,1678,2,23261,23261,37,2492
30694,1,2257,2257,29,1733,2,23488,23488,39,2498
30699,1,2411,2411,26,1683,2,23715,23715,41,2494
30704,1,2570,2570,25,1745,2,23943,23943,41,2517
30709,1,2732,2732,31,1801,2,24169,24169,41,2559
30714,1,2895,2895,26,1784,2,24409,24409,42,2569
30719,1,3062,3062,28,1851,2,24643,24643,41,2598
30724,1,3230,3230,39,1845,2,24876,24876,41,2582
30729,1,3401,3401,23,1877,2,25113,25113,40,2619
30734,1,3575,3575,25,1942,2,25350,25350,40,2580
30739,1,3752,3752,34,1923,2,25587,25587,38,2617
30744,1,3930,3930,25,1974,2,25827,25827,39,2633
30749,1,4110,4110,32,2012,2,26068,26068,39,2656
30754,1,4292,4292,24,1989,2,26309,26309,34,2650
30759,1,4478,4478,28,2067,2,26554,26554,40,2734
30764,1,4665,4665,35,2064,2,26799,26799,34,2674
30769,1,4853,4853,23,2053,2,27046,27046,48,2729
30774,1,5043,5043,32,2105,2,27291,27291,37,2709
30779,1,5234,5234,25,2111,2,27540,27540,48,2720
30784,1,5427,5427,28,2135,2,27786,27786,33,2682
30789,1,5622,5622,32,2114,2,28031,28031,44,2669
30794,1,5817,5817,25,2160,2,28278,28278,33,2700
30799,1,6015,6015,30,2214,2,28523,28523,50,2685
30804,1,6214,6214,22,2185,2,28765,28765,34,2671
30809,1,6417,6417,35,2221,2,29008,29008,54,2666
30814,1,6621,6621,26,2258,2,29251,29251,35,2656
30819,1,6825,6825,28,2279,2,29495,29495,43,2680
30824,1,7034,7034,35,2261,2,29737,29737,35,2681
30829,1,7243,7243,25,2296,2,29981,29981,42,2674
30834,1,7454,7454,36,2338,2,30225,30225,33,2652
30839,1,7665,7665,23,2347,2,30467,30467,40,2641
30844,1,7880,7880,30,2356,2,30710,30710,38,2677
30849,1,8094,8094,24,2339,2,30952,30952,43,2655
30854,1,8309,8309,36,2367,2,31189,31189,41,2635
30859,1,8525,8525,28,2381,2,31427,31427,44,2600
30864,1,8743,8743,29,2409,2,31662,31662,43,2570
30869,1,8960,8960,27,2363,2,31894,31894,44,2532
30874,1,9180,9180,28,2411,2,32125,32125,41,2542
30879,1,9401,9401,33,2443,2,32356,32356,45,2543
30884,1,9624,9624,30,2470,2,32589,32589,40,2568
30889,1,9848,9848,35,2469,2,-32716,32820,47,2540
30894,1,10075,10075,27,2496,2,-32485,33051,40,2576
30899,1,10304,10304,33,2508,2,-32253,33283,43,2535
30904,1,10534,10534,24,2531,2,-32023,33513,37,2500
30909,1,10765,10765,32,2537,2,-31793,33743,44,2505
30914,1,10999,10999,24,2596,2,-31564,33972,33,2549
30919,1,11234,11234,32,2579,2,-31334,34202,39,2517
30924,1,11468,11468,24,2580,2,-31107,34429,34,2486
30929,1,11703,11703,33,2582,2,-30880,34656,44,2480
30934,1,11941,11941,24,2616,2,-30656,34880,35,2476
30939,1,12180,12180,34,2604,2,-30431,35105,47,2436
30944,1,12419,12419,28,2643,2,-30210,35326,38,2419
30949,1,12661,12661,36,2685,2,-29987,35549,53,2452
30954,1,12906,12906,29,2715,2,-29764,35772,34,2470
30959,1,13159,13159,28,2719,2,-29536,36000,45,2441
30964,1,13410,13410,26,2784,2,-29314,36222,32,2416
30969,1,13662,13662,26,2774,2,-29090,36446,50,2431
30974,1,13917,13917,36,2801,2,-28870,36666,37,2436
30979,1,14172,14172,23,2804,2,-28651,36885,50,2422
30984,1,14433,14433,29,2869,2,-28432,37104,39,2383
30989,1,14692,14692,26,2835,2,-28210,37326,42,2446
30994,1,14953,14953,36,2865,2,-27991,37545,34,2409
30999,1,15217,15217,23,2900,2,-27774,37762,41,2390
31004,1,15480,15480,34,2871,2,-27555,37981,45,2396
31009,1,15745,15745,23,2933,2,-27337,38199,36,2413
31014,1,16014,16014,28,2948,2,-27122,38414,39,2344
31019,1,16286,16286,31,3000,2,-26908,38628,36,2325
31024,1,16559,16559,24,3007,2,-26692,38844,53,2372
31029,1,16837,16837,32,3058,2,-26480,39056,34,2369
31034,1,17116,17116,28,3071,2,-26266,39270,44,2335
31039,1,17396,17396,23,3075,2,-26051,39485,37,2305
31044,1,17681,17681,34,3142,2,-25835,39701,50,2403
31049,1,17966,17966,22,3119,2,-25620,39916,36,2377
31054,1,18253,18253,32,3144,2,-25405,40131,44,2336
31059,1,18541,18541,27,3169,2,-25190,40346,39,2353
31064,1,18829,18829,29,3147,2,-24974,40562,41,2392
31069,1,19120,19120,30,3218,2,-24759,40777,41,2349
31074,1,19415,19415,22,3246,2,-24544,40992,34,2369
31079,1,19711,19711,29,3260,2,-24328,41208,43,2388
31084,1,20012,20012,35,3329,2,-24114,41422,33,2350
31089,1,20314,20314,26,3331,2,-23896,41640,53,2359
31094,1,20618,20618,37,3336,2,-23681,41855,31,2378
31099,1,20925,20925,32,3396,2,-23464,42072,43,2403
31104,1,21233,21233,21,3371,2,-23244,42292,31,2408
31109,1,21542,21542,33,3384,2,-23022,42514,50,2438
31114,1,21852,21852,30,3424,2,-22799,42737,37,2442
31119,1,22162,22162,20,3404,2,-22571,42965,48,2526
31124,1,22475,22475,37,3454,2,-22342,43194,37,2515
31129,1,22790,22790,32,3496,2,-22111,43425,45,2558
31134,1,23107,23107,25,3483,2,-21879,43657,33,2565
31139,1,23428,23428,38,3528,2,-21643,43893,44,2602
31144,1,23751,23751,36,3548,2,-21407,44129,36,2581
31149,1,24075,24075,26,3575,2,-21171,44365,46,2598
31154,1,24403,24403,26,3588,2,-20932,44604,35,2646
31159,1,24728,24728,26,3585,2,-20692,44844,49,2643
31164,1,25056,25056,27,3602,2,-20453,45083,35,2643
31169,1,25383,25383,30,3566,2,-20211,45325,47,2679
31174,1,25711,25711,40,3623,2,-19967,45569,31,2677
31179,1,26043,26043,24,3680,2,-19721,45815,45,2688
31184,1,26375,26375,23,3645,2,-19474,46062,29,2724
31189,1,26712,26712,37,3690,2,-19223,46313,53,2760
31194,1,27049,27049,32,3711,2,-18971,46565,38,2752
31199,1,27388,27388,24,3761,2,-18720,46816,48,2746
31204,1,27728,27728,31,3716,2,-18469,47067,32,2781
31209,1,28067,28067,36,3714,2,-18216,47320,42,2767
31214,1,28406,28406,30,3747,2,-17966,47570,38,2761
31219,1,28744,28744,28,3707,2,-17717,47819,42,2748
31224,1,29085,29085,24,3770,2,-17469,48067,41,2711
31229,1,29427,29427,39,3755,2,-17223,48313,34,2701
31234,1,29771,29771,28,3820,2,-16977,48559,44,2701
31239,1,30117,30117,22,3783,2,-16731,48805,37,2703
31244,1,30465,30465,36,3814,2,-16483,49053,51,2717
31249,1,30814,30814,28,3858,2,-16235,49301,34,2703
31254,1,31163,31163,33,3808,2,-15983,49553,45,2776
31259,1,31510,31510,18,3835,2,-15730,49806,32,2774
31264,1,31866,31866,36,3774,2,-15471,50065,49,2798
31269,1,32213,32213,33,3839,2,-15216,50320,34,2810
31278,1,-32679,32857,-5,3755,2,-14747,50789,-14,2669
31283,1,-32362,33174,-3,3628,2,-14528,51008,-3,2430
31288,1,-32043,33493,-16,3429,2,-14321,51215,-25,2166
31293,1,-31741,33795,-16,3235,2,-14135,51401,-11,1945
31298,1,-31454,34082,-13,3071,2,-13976,51560,-18,1659
31303,1,-31188,34348,-21,2837,2,-13842,51694,-25,1362
31308,1,-30938,34598,-6,2668,2,-13730,51806,-23,1156
31313,1,-30707,34829,-18,2485,2,-13637,51899,-16,924
31318,1,-30491,35045,-11,2291,2,-13569,51967,-16,650
31323,1,-30295,35241,-23,2106,2,-13525,52011,-20,383
31328,1,-30115,35421,-16,1909,2,-13505,52031,-21,129
31333,1,-29950,35586,-11,1745,2,-13505,52031,-24,-71
31338,1,-29802,35734,-22,1573,2,-13518,52018,-30,-168
31343,1,-29669,35867,-18,1399,2,-13537,51999,-29,-243
31348,1,-29553,35983,-8,1203,2,-13563,51973,-31,-309
31353,1,-29455,36081,-16,1007,2,-13596,51940,-30,-397
31358,1,-29373,36163,-18,836,2,-13638,51898,-32,-488
31363,1,-29306,36230,-22,668,2,-13686,51850,-36,-543
31368,1,-29254,36282,-22,526,2,-13739,51797,-41,-588
31373,1,-29215,36321,-19,377,2,-13793,51743,-44,-602
31378,1,-29191,36345,-18,185,2,-13846,51690,-46,-584
31383,1,-29184,36352,-18,22,2,-13901,51635,-41,-586
31388,1,-29189,36347,-23,-81,2,-13956,51580,-37,-606
31393,1,-29199,36337,-26,-140,2,-14012,51524,-32,-646
31398,1,-29214,36322,-29,-175,2,-14074,51462,-30,-710
31403,1,-29231,36305,-32,-175,2,-14144,51392,-36,-785
31408,1,-29246,36290,-33,-164,2,-14219,51317,-40,-851
31413,1,-29260,36276,-35,-145,2,-14297,51239,-47,-835
31418,1,-29272,36264,-36,-116,2,-14375,51161,-41,-861
31423,1,-29282,36254,-36,-102,2,-14454,51082,-35,-897
31428,1,-29290,36246,-35,-87,2,-14536,51000,-35,-932
31433,1,-29297,36239,-36,-63,2,-14622,50914,-35,-977
31438,1,-29302,36234,-36,-50,2,-14715,50821,-41,-1044
31443,1,-29306,36230,-35,-37,2,-14808,50728,-42,-1026
31448,1,-29309,36227,-35,-33,2,-14903,50633,-36,-1055
31453,1,-29310,36226,-33,-17,2,-15002,50534,-32,-1123
31458,1,-29311,36225,-36,-10,2,-15106,50430,-36,-1165
31463,1,-29312,36224,-36,-5,2,-15214,50322,-45,-1188
31468,1,-29312,36224,-34,0,2,-15323,50213,-38,-1196
31473,1,-29312,36224,-36,0,2,-15432,50104,-31,-1207
31478,1,-29312,36224,-33,0,2,-15546,49990,-37,-1286
31483,1,-29312,36224,-34,0,2,-15665,49871,-44,-1302
31488,1,-29312,36224,-34,-5,2,-15783,49753,-41,-1289
31493,1,-29312,36224,-33,0,2,-15902,49634,-31,-1316
31498,1,-29312,36224,-34,0,2,-16026,49510,-38,-1384
31503,1,-29312,36224,-37,0,2,-16154,49382,-46,-1412
31508,1,-29312,36224,-36,0,2,-16281,49255,-37,-1380
31513,1,-29312,36224,-34,0,2,-16407,49129,-35,-1405
31518,1,-29313,36223,-35,0,2,-16536,49000,-39,-1432
