TimeStamp,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,h_d,psi_dot_d,psi_dot_hat,tau_LW,tau_RW,theta_dot_LW,theta_dot_RW,theta_dot_hat,theta_eq,theta_hat,v_d,v_hat,
42970,-0.55637527,-0.94934320,8.34629631,-0.21523438,0.95829010,0.07353133,0.07000000,0.00366300,0.00377679,0.01144830,0.01288012,-2.16420817,2.21656823,0.94802397,-0.01229746,0.14188494,0.00122106,-0.09467091,
42981,-0.02881710,-0.50332624,9.66993713,-0.20724051,1.10098064,0.06580392,0.07000000,0.00366300,-0.09460586,0.11279295,-0.11279295,-2.44346094,3.00196624,1.09521222,-0.01229746,0.16767865,0.00122106,-0.12398563,
42993,0.84624976,0.04325264,10.42355728,-0.03230791,0.62627780,-0.03225427,0.07000000,0.00366300,-0.14383206,0.11279295,-0.11279295,-2.28638124,2.89724660,0.64500111,-0.01229746,0.05562130,0.00122106,-0.14831953,
43006,1.25767124,0.10683889,11.10434246,0.33101374,-0.18576668,-0.02825734,0.07000000,0.00366300,0.03749194,0.04963086,-0.07639137,-1.60570288,1.36135685,-0.15316236,-0.01229746,0.07337619,0.00122106,-0.12472867,
43017,1.15774786,-0.92932725,11.72816467,-0.06761417,-0.75466406,0.01437666,0.07000000,0.00366300,0.06999563,0.02856712,-0.02153725,-0.10471976,-0.17453292,-0.73131573,-0.01229746,-0.03264172,0.00122106,-0.05311736,
43029,0.82392567,-0.71422011,11.31913471,-0.05029409,-0.92386776,0.16679321,0.07000000,0.00366300,0.12662256,-0.05671602,0.06775497,0.47123891,-0.83775806,-0.91633165,-0.01229746,-0.08537459,0.00122106,-0.01998216,
43042,0.01711686,-0.38882989,10.39019966,-0.14835228,-0.68605000,0.09844558,0.07000000,0.00366300,0.01400183,-0.08897346,0.11004020,0.73303831,-0.69813168,-0.69538939,-0.01229746,0.00459335,0.00122106,0.00151397,
43053,-0.57975256,0.23820886,8.79228306,0.06148691,-0.13074216,-0.02159577,0.07000000,0.00366300,0.01505480,-0.03377727,0.03460332,-0.10471976,0.01745329,-0.15315276,-0.01229746,0.00485501,0.00122106,-0.01631487,
43066,-0.69568253,0.03582242,7.36666489,0.19391876,0.30092704,-0.15003070,0.07000000,0.00549451,-0.03448243,-0.00103219,0.00275157,-0.87266463,0.85521132,0.28306615,-0.01229746,0.00603048,0.00122106,-0.04424321,
43078,-0.51580077,-0.48918307,7.47397375,0.14102596,0.35741711,-0.07528797,0.07000000,0.00366300,0.02721543,0.01997040,-0.02666480,-0.89011794,0.68067843,0.35453728,-0.01229746,0.04677578,0.00122106,-0.03283828,
43089,0.13943183,-0.82967275,8.65594482,-0.11717619,0.23271266,0.04088968,0.07000000,0.00366300,-0.01343460,0.05416498,-0.04825470,-0.36651915,0.48869219,0.23750183,-0.01229746,0.06938527,0.00122106,-0.01449625,
43102,0.62929916,-0.82722074,10.61734295,-0.15354832,-0.03654768,0.15440270,0.07000000,0.00549451,0.00208506,0.05699169,-0.05923057,0.00000000,0.19198622,-0.02572981,-0.01229746,0.02802703,0.00122106,-0.00927504,
43114,1.11648464,-0.47898489,11.74897671,-0.12556975,-0.41079426,0.15160486,0.07000000,0.00549451,0.02978040,0.01935500,-0.01960024,0.26179940,-0.20943952,-0.39550036,-0.01229746,-0.04078382,0.00122106,-0.01217955,
43125,0.87244374,-0.30617458,12.12759590,0.06961402,-0.69057977,0.07846089,0.07000000,0.00549451,0.10138201,-0.03989945,0.04344629,0.40142572,-0.75049156,-0.67876887,-0.01229746,-0.12268382,0.00122106,-0.00784107,
43138,0.27120090,-0.55140036,11.34617043,0.11811019,-0.67232716,0.03436135,0.07000000,0.00549451,0.16657190,-0.09597407,0.11184360,0.33161256,-0.99483770,-0.67252904,-0.01229746,-0.18156943,0.00122106,-0.00072358,
43150,-0.72203612,-0.44523421,9.96717834,-0.08866470,-0.16644815,-0.04877495,0.07000000,0.00549451,0.05776224,-0.11279295,0.11279295,-0.03490658,-0.29670596,-0.18669569,-0.01229746,-0.02931492,0.00122106,-0.00426103,
43162,-1.13290346,-0.04095524,8.21558857,0.00899380,0.27561313,-0.09473973,0.07000000,0.00549451,-0.08182201,-0.01680314,0.02633762,-0.43633232,0.69813168,0.25734854,-0.01229746,0.05277951,0.00122106,-0.02360078,
43174,-1.09544492,0.02074922,7.18298960,0.20710866,0.72580159,-0.13311031,0.07000000,0.00549451,-0.04404065,0.04156326,-0.05722478,-1.23918378,1.25663710,0.70754451,-0.01229746,0.15640745,0.00122106,-0.04116008,
43186,-0.45657304,-0.60378361,7.55759668,0.04696470,0.69182754,-0.09140896,0.07000000,0.00549451,-0.05052625,0.11279295,-0.11279295,-1.16937065,1.27409041,0.69286418,-0.01229746,0.15753953,0.00122106,-0.04029146,
43197,0.49842426,-0.80649954,8.97944450,-0.08600008,0.23617667,0.08099228,0.07000000,0.00549451,-0.01226277,0.11279295,-0.11279295,-0.34906584,0.52359879,0.25429773,-0.01229746,0.08431476,0.00122106,-0.01388125,
43210,1.02231419,-0.62566674,11.23198318,-0.27652073,-0.29941294,0.14667529,0.07000000,0.00549451,-0.02561735,0.06650881,-0.06830586,0.61086524,-0.27925268,-0.27770513,-0.01229746,0.02455185,0.00122106,0.01273819,
43222,1.18926346,0.02187457,12.87026787,-0.03723745,-0.84406221,0.05874266,0.07000000,0.00549451,-0.04703210,0.00093598,-0.00704405,1.36135685,-1.08210409,-0.82157040,-0.01229746,-0.07891484,0.00122106,0.03047999,
43234,1.19902360,-0.07516620,12.65778446,0.20177941,-1.13024294,-0.07182395,0.07000000,0.00549451,0.04848468,-0.09127309,0.07872394,1.46607661,-1.72787595,-1.11762333,-0.01229746,-0.17924514,0.00122106,0.03651581,
43245,0.52943772,-0.62347537,11.41173363,0.11557879,-0.89748794,-0.10699700,0.07000000,0.00366300,0.11704816,-0.11279295,0.11279295,1.09955740,-1.69296932,-0.90595448,-0.01229746,-0.21326682,0.00122106,0.03735134,
43258,-0.63964641,-0.58101213,9.39218807,0.07667527,-0.08038075,0.01504282,0.07000000,0.00366300,0.13094532,-0.11279295,0.11279295,0.19198622,-0.71558499,-0.11327273,-0.01229746,-0.14346632,0.00122106,0.02594464,
43270,-1.27838945,-0.60723299,7.46065378,-0.06987908,0.56072807,0.04235522,0.07000000,0.00366300,0.03669466,-0.06521641,0.08810487,-0.75049156,0.62831855,0.53408879,-0.01229746,0.02701992,0.00122106,-0.01181550,
43281,-1.32659471,-0.46883258,6.62907457,-0.07107817,1.15134203,0.00385139,0.07000000,0.00366300,-0.01270423,0.05760796,-0.04970212,-1.37881017,1.44862330,1.12733197,-0.01229746,0.16116147,0.00122106,-0.02181182,
43294,-0.47720593,-0.11513177,6.86613703,0.06015459,1.26538801,-0.04078107,0.07000000,0.00366300,-0.05823480,0.11279295,-0.11279295,-1.72787595,1.91986215,1.26083171,-0.01229746,0.15669411,0.00122106,-0.04287866,
43305,0.48769000,-0.73168403,8.95676041,-0.04829563,0.76004195,0.02050530,0.07000000,0.00366300,-0.05019552,0.11279295,-0.11279295,-0.99483770,1.25663710,0.78007865,-0.01229746,0.09031809,0.00122106,-0.02634209,
43318,1.35171103,-0.42760402,11.76040459,-0.08906440,0.08042937,0.11456656,0.07000000,0.00366300,0.03765300,0.09852301,-0.10621957,0.00000000,-0.01745329,0.10766697,-0.01229746,-0.00417314,0.00122106,0.00885140,
43330,1.96987784,-0.37053728,13.21785069,-0.10491891,-0.54016173,0.05687743,0.07000000,0.00366300,-0.04710658,0.01536845,-0.00845912,0.92502451,-0.64577180,-0.51465529,-0.01229746,-0.10125143,0.00122106,0.02062194,
43341,1.37648606,-0.17744771,13.39421940,0.13516378,-0.90681410,-0.00587449,0.07000000,0.00366300,0.03643618,-0.08496951,0.07308046,1.23918378,-1.37881017,-0.89102262,-0.01229746,-0.18188801,0.00122106,0.03183525,
43354,0.48755684,-0.21556504,11.64428425,0.13023424,-0.74667019,-0.03718383,0.07000000,0.00366300,0.11237843,-0.11279295,0.11279295,1.02974427,-1.51843643,-0.75219458,-0.01229746,-0.20235378,0.00122106,0.03975382,
43366,-0.73247987,-0.26096836,9.08427811,-0.00739364,0.03966060,-0.05103988,0.07000000,0.00366300,0.03157054,-0.11279295,0.11279295,0.29670596,-0.48869219,0.00803953,-0.01229746,-0.09221692,0.00122106,0.03053293,
43377,-1.42703164,-0.29097098,6.97325945,-0.04336607,0.64692861,-0.09847020,0.07000000,0.00366300,-0.08086896,-0.03821053,0.04272408,-0.41887903,0.66322511,0.62174594,-0.01229746,0.05486954,0.00122106,0.00616351,
43390,-1.26004899,-0.12385093,5.83042431,0.15275031,1.17172635,-0.11672288,0.07000000,0.00366300,-0.08209833,0.06907755,-0.08339158,-1.11701071,1.32645023,1.15059662,-0.01229746,0.17413849,0.00122106,-0.00540585,
43402,-0.44441211,-0.71504200,6.44579458,0.04003668,1.20916438,-0.06995872,0.07000000,0.00366300,-0.06079968,0.11279295,-0.11279295,-1.23918378,1.41371667,1.20775783,-0.01229746,0.17119721,0.00122106,-0.00903223,
43413,0.40140915,-1.21471083,9.04233456,-0.16274129,0.62761015,0.10404129,0.07000000,0.00366300,0.00059421,0.11279295,-0.11279295,-0.26179940,0.43633232,0.65065414,-0.01229746,0.10291093,0.00122106,0.02296574,
43426,1.28708172,-0.61345291,11.77934647,-0.25906748,0.09375249,0.18917607,0.07000000,0.00366300,-0.01656383,0.10705003,-0.10491741,0.71558499,-0.36651915,0.11541963,-0.01229746,0.05246609,0.00122106,0.05001178,
43438,1.46783566,-0.00718370,13.57548809,0.04150223,-0.59718472,0.07926027,0.07000000,0.00366300,-0.02334215,0.04611390,-0.04892186,1.27409041,-1.08210409,-0.56896788,-0.01229746,-0.06927192,0.00122106,0.04642253,
43450,1.38254678,-0.15657236,13.43344879,0.17793103,-1.10412967,-0.05317158,0.07000000,0.00366300,0.06725231,-0.06585056,0.05889353,1.72787595,-2.05948853,-1.08264518,-0.01229746,-0.18287137,0.00122106,0.06178497,
43462,0.49409983,-0.37656772,11.98672962,0.17952979,-1.00873613,-0.04384539,0.07000000,0.00366300,0.17024058,-0.11279295,0.11279295,1.65806282,-2.39110112,-1.01135182,-0.01229746,-0.24073529,0.00122106,0.07718753,
43474,-0.74933332,-0.47832248,9.45447922,-0.00539517,-0.26050940,0.01983914,0.07000000,0.00366300,0.11691316,-0.11279295,0.11279295,1.08210409,-1.57079637,-0.29061186,-0.01229746,-0.10473157,0.00122106,0.07891914,
43486,-1.58278573,-0.31814724,7.18432283,-0.07560804,0.57858098,0.01184527,0.07000000,0.00366300,0.00609976,-0.05111618,0.07150900,0.00000000,-0.01745329,0.54415154,-0.01229746,0.07118883,0.00122106,0.04215004,
43498,-1.79448962,-0.35547543,5.84475136,0.04789733,1.15187502,-0.04331247,0.07000000,0.00366300,-0.02427985,0.08512691,-0.08248439,-0.82030475,0.87266463,1.12845993,-0.01229746,0.19911830,0.00122106,0.02150801,
43510,-0.80777740,-0.27795488,5.90231562,0.04443331,1.24540329,-0.05383774,0.07000000,0.00366300,-0.04921673,0.11279295,-0.11279295,-1.01229095,1.15191734,1.24181139,-0.01229746,0.20575385,0.00122106,0.01218574,
43522,0.07176938,-0.89244127,8.35270786,-0.04403223,0.72113842,0.10923731,0.07000000,0.00366300,0.02018300,0.11279295,-0.11279295,-0.03490658,0.08726646,0.74194872,-0.01229746,0.13829431,0.00122106,0.05186064,
43534,1.34820843,-0.38854927,11.22973251,-0.13276424,0.16463150,0.22554818,0.07000000,0.00366300,0.09505372,0.11279295,-0.11279295,0.71558499,-0.83775806,0.18720961,-0.01229746,0.04277277,0.00122106,0.07343955,
43546,1.66529834,-0.27931505,13.61720753,-0.15914403,-0.48034093,0.18358035,0.07000000,0.00366300,0.04865096,0.05836008,-0.03948093,1.46607661,-1.44862330,-0.45403963,-0.01229746,0.00524533,0.00122106,0.07645328,
43558,1.46836746,0.23374915,13.98521042,0.11957573,-1.02139306,0.08125874,0.07000000,0.00366300,0.11680319,-0.00733987,0.01551265,1.85004902,-2.26892805,-0.99853814,-0.01229746,-0.15771948,0.00122106,0.08084080,
43569,0.62021834,-0.23122269,12.29924774,0.09586057,-1.00540531,-0.00734003,0.07000000,0.00366300,0.13627934,-0.11279295,0.11279295,1.93731546,-2.51327419,-1.00482416,-0.01229746,-0.21401496,0.00122106,0.09298124,
43582,-0.52922553,-0.36355180,9.86010742,0.07534295,-0.45516023,-0.02386070,0.07000000,0.00366300,0.15636979,-0.11279295,0.11279295,1.48352981,-2.16420817,-0.47717249,-0.01229746,-0.15639873,0.00122106,0.10260165,
43593,-1.53551400,-0.29902655,7.62965631,0.03577328,0.53874487,-0.01027112,0.07000000,0.00366300,0.07347655,-0.08546853,0.11255503,0.40142572,-0.71558499,0.49825287,-0.01229746,-0.04672902,0.00122106,0.08053243,
43605,-1.83443606,-0.45572689,6.09967899,0.03244250,1.23407876,-0.03691737,0.07000000,0.00366300,-0.02675502,0.02712087,-0.01286947,-0.48869219,0.57595867,1.20550978,-0.01229746,0.10441291,0.00122106,0.05131912,
43618,-1.11358011,-0.63975239,5.90254164,-0.09679182,1.60925782,-0.06076576,0.07000000,0.00366300,-0.08944695,0.11279295,-0.11279295,-1.02974427,1.37881017,1.59445333,-0.01229746,0.20978189,0.00122106,0.02975710,
43629,-0.22813979,-0.79715985,7.40392113,0.01165842,1.30549061,0.06060790,0.07000000,0.00366300,-0.08046842,0.11279295,-0.11279295,-0.54105204,0.95993108,1.31769919,-0.01229746,0.16576484,0.00122106,0.04322124,
43641,0.02246677,-0.50507230,11.13958549,-0.12143959,0.72779995,0.15253748,0.07000000,0.00366300,0.05274662,0.11279295,-0.11279295,0.24434610,-0.26179940,0.75067037,-0.01229746,0.11760648,0.00122106,0.07646876,
43654,1.03912985,-0.58555031,13.36717701,-0.07147788,-0.04467478,0.18651143,0.07000000,0.00366300,0.06099736,0.11279295,-0.11279295,1.11701071,-1.15191734,-0.01371419,-0.01229746,0.05229411,0.00122106,0.08540299,
43665,1.32749975,-0.43794513,13.77576256,0.03444097,-0.60384631,0.11403363,0.07000000,0.00366300,0.08917503,0.04878295,-0.03675884,1.55334306,-1.81514239,-0.58042544,-0.01229746,-0.06998770,0.00122106,0.08411463,
43678,0.42257729,-0.29718521,12.87248135,0.08067221,-0.96317089,0.04142261,0.07000000,0.00366300,0.11347590,-0.05241704,0.06729300,2.05948853,-2.49582076,-0.94783401,-0.01229746,-0.12634304,0.00122106,0.10131494,
43690,-0.55339628,-0.23751748,10.42981529,0.06481770,-0.74174058,0.06513777,0.07000000,0.00366300,0.14455168,-0.10295437,0.11279295,2.28638124,-2.82743335,-0.75018495,-0.01229746,-0.10539678,0.00122106,0.13763726,
43701,-1.68514800,-0.21276176,8.14383602,0.00219901,0.07110317,0.01397697,0.07000000,0.00366300,0.07350828,-0.07220515,0.09714711,1.71042264,-2.00712872,0.03809249,-0.01229746,0.01624618,0.00122106,0.14452890,
43714,-1.93518496,-0.05764837,6.54617882,0.17686518,0.83038813,-0.00320986,0.07000000,0.00366300,0.00327304,0.03914112,-0.02490859,0.61086524,-0.62831855,0.79931438,-0.01229746,0.08436373,0.00122106,0.10814996,
43726,-1.65165305,-0.49924758,5.77939129,0.03710561,1.33413529,-0.02266162,0.07000000,0.00366300,-0.02288929,0.11279295,-0.11200005,-0.26179940,0.33161256,1.31392157,-0.01229746,0.21130812,0.00122106,0.07754253,
43737,-1.07215047,-0.52356547,7.09184933,-0.09599240,1.24913383,0.09165078,0.07000000,0.00366300,0.01321993,0.11279295,-0.11279295,0.08726646,0.00000000,1.25232005,-0.01229746,0.24567436,0.00122106,0.09874506,
43750,-0.08101636,-0.63726157,9.67311478,-0.23708428,0.73672652,0.21249151,0.07000000,0.00366300,0.02584104,0.11279295,-0.11279295,0.90757120,-0.66322511,0.75711131,-0.01229746,0.21366283,0.00122106,0.11753345,
43762,0.67446071,-0.23688821,12.38701057,-0.06001998,0.12439568,0.17611940,0.07000000,0.00366300,0.04337549,0.11279295,-0.11279295,1.58824956,-1.55334306,0.14906138,-0.01229746,0.08382487,0.02075708,0.13105196,
43774,0.89213890,0.15193118,13.57098198,0.11797696,-0.44809899,0.03875798,0.07000000,0.00366300,0.05778169,0.07748823,-0.06812036,2.00712872,-2.23402143,-0.42447683,-0.01229746,-0.03465167,0.02075708,0.12925003,
43786,0.25567070,-0.27169451,13.08918762,0.12010866,-0.86924291,0.01943945,0.07000000,0.00366300,0.13431545,-0.02341206,0.03299632,2.46091413,-3.01941967,-0.85146046,-0.01229746,-0.09303083,0.02075708,0.14390568,
43798,-0.73706549,-0.48954532,11.31702709,0.03790499,-0.80942208,0.09671356,0.07000000,0.00549451,0.17855038,-0.07618798,0.09867569,2.80998015,-3.47320533,-0.81119359,-0.01229746,-0.05548161,0.04029310,0.17754366,
43810,-1.61387157,-0.37909290,8.93371964,-0.07574128,-0.18070388,0.01117911,0.07000000,0.00549451,0.03589806,-0.04522882,0.07688342,2.51327419,-2.65290046,-0.20599371,-0.01229746,0.09598740,0.04029310,0.18112554,
43822,-1.87087667,-0.12366156,6.77318144,-0.00792657,0.56698990,-0.10713024,0.07000000,0.00549451,-0.11732066,0.06042375,-0.05342389,1.78023589,-1.37881017,0.53641397,-0.01229746,0.21092772,0.07448113,0.16125274,
43834,-2.14605236,0.13414982,6.21654129,0.18512550,1.10657632,-0.21251613,0.07000000,0.00732601,-0.17764844,0.11279295,-0.11279295,0.87266463,-0.40142572,1.08466792,-0.01229746,0.34574723,0.09157515,0.13122518,
43846,-1.07305336,-0.44547385,6.69269085,0.17593256,0.90339881,-0.10526500,0.07000000,0.00732601,-0.11137868,0.11279295,-0.11279295,1.18682384,-0.92502451,0.91120619,-0.01229746,0.34506467,0.09157515,0.14989176,
43858,-0.64244109,-0.97354037,9.58551216,-0.18805520,0.56285971,0.00398462,0.07000000,0.04029304,-0.06041271,0.11279295,-0.11279295,1.98967540,-1.58824956,0.57662857,-0.01229746,0.17980590,0.13308918,0.18024684,
43870,0.39039671,-0.57475656,11.87907410,-0.18658967,-0.09663496,0.04248846,0.07000000,0.04395604,-0.14690171,0.11279295,-0.11279295,2.91469979,-2.14675498,-0.07017833,-0.01229746,0.07941917,0.15995121,0.18749897,
43882,0.71886402,0.07045469,13.19288063,0.03310866,-0.63635474,-0.07222365,0.07000000,0.04395604,-0.15886652,0.03074426,-0.06668039,3.38593864,-2.77507353,-0.61383736,-0.01229746,0.00747568,0.15995121,0.18796290,
43893,0.10336328,-0.04232319,13.17826176,0.25587130,-1.02019393,-0.16948245,0.07000000,0.06593406,-0.03750151,-0.05087585,0.00633862,3.64773822,-3.68264461,-1.00379276,-0.01229746,0.06900283,0.20024419,0.20278564,
43906,-0.62732494,-0.56255364,11.34825611,0.22322965,-0.91747260,-0.09500620,0.07000000,0.06959707,0.10001695,-0.03030761,0.00853026,3.59537816,-4.17133713,-0.92074406,-0.01229746,0.02017197,0.21611726,0.22573331,
43917,-1.40927649,-0.69242406,8.78376579,0.00113316,-0.39280802,0.02330316,0.07000000,0.06959707,0.08272939,-0.03659835,0.04107248,3.14159274,-3.47320533,-0.41396379,-0.01229746,0.07479057,0.21611726,0.22047921,
43930,-1.97756529,-0.82410210,7.07569313,-0.11544420,0.13931756,0.07939351,0.07000000,0.14102563,0.02914484,0.00908016,-0.02028679,2.91469979,-2.93215322,0.11703169,-0.01229746,0.22691977,0.29426134,0.23167470,
43942,-1.72830427,-0.10566832,6.08745909,-0.06881323,0.64040029,0.02650071,0.07000000,0.18131867,-0.01743078,0.11279295,-0.11279295,2.39110112,-2.25147462,0.61987799,-0.01229746,0.30032057,0.33821738,0.22413117,
43953,-1.52547038,-0.08304324,7.20676613,0.08866609,0.73619360,0.01650836,0.07000000,0.18131867,0.01951309,0.11279295,-0.11279295,2.07694173,-2.19911480,0.73203582,-0.01229746,0.28592503,0.33821738,0.21871178,
43966,-0.89831978,-0.39331043,9.88374901,0.00779472,0.31624866,0.07406425,0.07000000,0.20695969,0.10742550,0.11279295,-0.11279295,2.67035365,-3.07177949,0.33261904,-0.01229746,0.21365878,0.35653234,0.24411021,
43978,-0.01381504,-0.33451834,12.35889530,-0.10665093,-0.32765794,0.14947315,0.07000000,0.26007324,0.06887715,0.11279295,-0.11279295,3.63028479,-3.71755123,-0.30171734,-0.01229746,0.16936384,0.39560437,0.25696093,
43989,0.41739604,-0.00870845,13.45203304,-0.12103991,-0.89602238,0.10577329,0.07000000,0.26007324,0.02141678,0.04943237,-0.08513964,4.25860357,-4.18879032,-0.87218976,-0.01229746,0.09095303,0.39560437,0.25539196,
44002,0.17231806,0.28202358,12.99255371,0.05855583,-1.23656154,0.02530162,0.07000000,0.32051280,0.04473272,-0.04648643,-0.01231336,4.62512255,-4.79965544,-1.22161102,-0.01229746,-0.03098208,0.45299149,0.26598865,
44014,-0.43980792,-0.08637199,11.10343742,0.17393407,-1.22750175,0.04728478,0.07000000,0.34981683,0.18236469,-0.11279295,0.07950000,4.59021616,-5.32325411,-1.22714651,-0.01229746,-0.12018451,0.51282048,0.28417340,
44026,-1.28795838,-0.55576235,9.02395916,0.11371356,-0.70110512,0.16626027,0.07000000,0.34981683,0.26472917,-0.11279295,0.11279295,4.11897707,-5.06145477,-0.72240072,-0.01229746,-0.10919556,0.51282048,0.29470924,
44038,-2.06895208,-0.78529626,7.39480209,-0.12943347,0.24910010,0.23993716,0.07000000,0.35347983,0.25697082,-0.11279295,0.11102724,3.03687286,-3.90953755,0.21005940,-0.01229746,0.13622084,0.52869356,0.28066203,
44050,-2.53480482,-0.53638864,6.93219280,-0.14662032,1.13482141,0.22328325,0.07000000,0.35531133,0.17369688,0.06155895,-0.07889007,1.97222209,-2.44346094,1.09848154,-0.01229746,0.34476990,0.52991450,0.25196454,
44062,-2.13451433,-0.03837801,6.76827669,0.04669824,1.70491779,0.15706733,0.07000000,0.35531133,0.11753459,0.11279295,-0.11279295,0.48869219,-0.87266463,1.68211317,-0.01229746,0.29517722,0.52991450,0.18010551,
44074,-1.42772174,-0.65704852,8.58706284,0.14888661,1.40341556,0.19224039,0.07000000,0.35897434,0.21603172,0.11279295,-0.11279295,0.43633232,-1.27409041,1.41498709,-0.01229746,0.14587207,0.52991450,0.17300007,
44086,-0.49266472,-0.69483894,11.10707664,-0.12130634,0.82519209,0.27111328,0.07000000,0.35897434,0.26458409,0.11279295,-0.11279295,1.34390354,-2.16420817,0.84795487,-0.01229746,0.21793346,0.52869356,0.19825977,
44098,0.26377523,-0.53318816,12.90711975,-0.14662032,0.24976626,0.33692950,0.07000000,0.35897434,0.21953349,0.11279295,-0.11279295,2.18166161,-2.70526028,0.27284974,-0.01229746,0.20152217,0.52869356,0.20698363,
44110,0.41201726,0.06430755,13.16251469,-0.04536454,-0.29927972,0.23727253,0.07000000,0.35897434,0.18890989,0.09062646,-0.11279295,2.70526028,-3.24631238,-0.27670920,-0.01229746,0.10201523,0.52869356,0.20567858,
44122,0.37406078,0.01180692,11.46483994,0.12623730,-0.68271917,0.16732615,0.07000000,0.35531133,0.24954228,-0.00216674,-0.02987153,3.15904593,-4.08407068,-0.66668236,-0.01229746,-0.08860224,0.52869356,0.22514908,
44134,-0.25377384,-0.34129179,9.60257435,0.17273501,-0.68085390,0.23527408,0.07000000,0.35531133,0.36204866,-0.11279295,0.10151474,3.70009804,-4.99164152,-0.68086249,-0.01229746,-0.20686615,0.52869356,0.27922431,
44146,-1.25908399,-0.76285160,8.51305008,-0.05455750,-0.22560282,0.34345785,0.07000000,0.33333331,0.38256189,-0.11279295,0.11279295,3.64773822,-4.95673513,-0.24440750,-0.01229746,0.00951789,0.51037848,0.30917099,
44158,-1.87649810,-0.43714008,7.45653009,-0.20590819,0.70341867,0.35331693,0.07000000,0.33150181,0.27859479,-0.01660424,0.02590457,2.72271371,-3.52556515,0.66575390,-0.01229746,0.27343425,0.49206352,0.28879896,
44170,-2.34480381,-0.09191693,7.39964676,-0.04789594,1.39781988,0.26338586,0.07000000,0.33150181,0.22878914,0.11279295,-0.11279295,1.27409041,-1.97222209,1.36960280,-0.01229746,0.30674902,0.49206352,0.22810185,
44181,-1.78227031,0.20062046,7.44646406,0.14369059,1.54197621,0.17598616,0.07000000,0.32967031,0.20177698,0.11279295,-0.11279295,0.52359879,-1.30899692,1.53622472,-0.01229746,0.15440363,0.49206352,0.18692124,
44194,-1.35554552,-0.63297004,9.28556442,0.09612703,1.13548756,0.26911479,0.07000000,0.32417580,0.33553022,0.11279295,-0.11279295,0.97738439,-2.18166161,1.15135705,-0.01229746,0.09233034,0.49328446,0.20808262,
44205,-0.51635396,-0.71816200,11.07716942,-0.22456060,0.63986742,0.35544866,0.07000000,0.32417580,0.27756947,0.10401241,-0.09883416,2.02458191,-2.79252672,0.65956795,-0.01229746,0.30022413,0.49328446,0.23377645,
44218,-0.19640031,-0.41166112,12.16037083,-0.20617463,0.19687347,0.36917147,0.07000000,0.30036628,0.21377137,0.11279295,-0.11279295,2.65290046,-3.07177949,0.21487147,-0.01229746,0.28610292,0.49328446,0.23448955,
44230,-0.21879409,0.25915539,11.81564331,0.03457420,-0.19389378,0.21608877,0.07000000,0.29853478,0.21274257,0.11279295,-0.11279295,2.94960642,-3.66519141,-0.17770694,-0.01229746,0.10644385,0.49206352,0.23848912,
44241,-0.73998260,-0.20438750,10.45714474,0.16967069,-0.43357679,0.14481007,0.07000000,0.29853478,0.24928866,0.02120343,-0.03724278,3.42084527,-4.38077641,-0.42362821,-0.01229746,-0.04572453,0.49206352,0.26494405,
44253,-1.53731596,-0.46455097,9.43149853,-0.00659426,-0.47567788,0.17958342,0.07000000,0.27838826,0.27850881,-0.06889112,0.06159358,4.15388346,-5.16617441,-0.47420686,-0.01229746,0.04440330,0.47374845,0.31891340,
44266,-2.05056453,-0.52539694,8.84057140,-0.17792962,-0.02282485,0.25659108,0.07000000,0.27472526,0.25792462,-0.01363427,0.01380069,4.38077641,-5.20108128,-0.04124466,-0.01229746,0.26981527,0.47374845,0.36189032,
44277,-1.99634576,-0.00946905,8.19079018,-0.19951306,0.55646461,0.15440270,0.07000000,0.27472526,0.15555809,0.11279295,-0.11279295,3.54301834,-3.96189737,0.53309530,-0.01229746,0.42590055,0.47374845,0.32659227,
44290,-1.66799724,0.20954645,7.84811831,0.08280391,0.71354425,0.04528631,0.07000000,0.27289376,0.05199344,0.11279295,-0.11279295,2.94960642,-3.19395256,0.70697224,-0.01229746,0.29259187,0.47374845,0.28797796,
44302,-1.48491228,0.00301401,8.77251148,0.19645016,0.38566217,0.06620361,0.07000000,0.27106225,0.12775092,0.11279295,-0.11279295,3.29867220,-3.90953755,0.39852077,-0.01229746,0.20137022,0.47130644,0.30499578,
44313,-0.84843731,-0.53876388,10.20934391,-0.14075814,0.06870501,0.11030316,0.07000000,0.27106225,0.10038100,0.11279295,-0.11279295,4.22369671,-4.48549604,0.08152169,-0.01229746,0.25931454,0.47130644,0.33801550,
44326,-0.27149102,-0.50183970,11.21686840,-0.16314097,-0.36749408,0.16985753,0.07000000,0.27106225,0.04254971,0.11279295,-0.11279295,4.97418833,-4.88692188,-0.34977505,-0.01229746,0.22317889,0.47008550,0.34905452,
44338,-0.31615284,-0.06911102,11.40122604,0.00806119,-0.73694438,0.05474573,0.07000000,0.27106225,-0.02927467,0.07629736,-0.11279295,5.61996031,-5.42797375,-0.72156096,-0.01229746,0.13439126,0.45054948,0.36593884,
44350,-0.51760787,0.10041165,10.83118343,0.19724955,-1.00034261,-0.04517771,0.07000000,0.27106225,0.03654548,-0.00178149,-0.05620892,5.95157290,-6.21337223,-0.98926890,-0.01229746,0.06922042,0.45054948,0.38808870,
