TimeStamp,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,h_d,psi_dot_d,psi_dot_hat,tau_LW,tau_RW,theta_dot_LW,theta_dot_RW,theta_dot_hat,theta_eq,theta_hat,v_d,v_hat,
85819,0.07499753,-0.53997195,8.59344387,-0.19951306,0.31371725,0.63963085,0.07000000,0.79487181,0.65772349,-0.00822199,-0.01603505,12.07767868,-14.24188709,0.31986576,-0.01229746,0.17148754,0.94749689,1.02709913,
85831,-0.24828720,0.14483368,10.28015518,-0.21110426,0.19087805,0.63283604,0.07000000,0.79853481,0.52780449,0.11279295,-0.11279295,12.95034313,-14.48623276,0.19558850,-0.01229746,0.26077026,0.94505489,1.06021726,
85843,0.86932671,1.78779006,10.29597473,0.15315001,0.05031910,0.55596167,0.07000000,0.79853481,0.61978072,0.11279295,-0.11279295,12.19985104,-14.36405945,0.05670547,-0.01229746,-0.11337456,0.94505489,1.01645648,
85855,0.94663250,1.17349756,10.59213829,0.26586366,-0.17990451,0.52798313,0.07000000,0.79853481,0.66165012,-0.06257736,0.02699603,12.60127735,-14.85275173,-0.17067774,-0.01229746,-0.30481726,0.94505489,1.03298354,
85867,0.29394352,0.26441863,10.93698311,-0.24094801,-0.27409899,0.64855742,0.07000000,0.81868130,0.64616024,-0.11279295,0.11279295,13.17723560,-15.41125774,-0.27070242,-0.01229746,0.14068902,0.94505489,1.06855547,
85879,-1.04458654,0.64255112,11.19019508,-0.28731251,0.24963304,0.71224195,0.07000000,0.82600731,0.60907340,0.06228511,-0.09556010,12.70599651,-14.50368595,0.22917193,-0.01229746,0.32667106,0.94749689,1.05416751,
85890,-2.10001516,1.04956615,9.79797459,-0.02937679,0.86809248,0.45590502,0.07000000,0.82600731,0.41537341,0.11279295,-0.11279295,11.01302719,-12.32202435,0.84378606,-0.01229746,0.21702656,0.94749689,0.95344770,
85903,-1.38541043,0.36975345,7.75272751,0.34287131,0.73193020,0.47149307,0.07000000,0.85164833,0.60460800,0.11279295,-0.11279295,10.96066761,-13.22959614,0.73659861,-0.01229746,-0.19875130,0.94749689,0.97776675,
85915,-0.29563737,-0.96674448,7.69613838,-0.21736608,0.67717212,0.60832155,0.07000000,0.85531133,0.58055770,-0.07772167,0.02844375,11.67625237,-13.59611511,0.67892677,-0.01229746,0.16303381,0.94749689,1.01456451,
85927,-0.53781635,-1.11944175,9.88898945,-0.19445030,0.54300827,0.59433228,0.07000000,0.85531133,0.53835088,0.11279295,-0.11279295,12.89798355,-14.53859234,0.54735684,-0.01229746,0.25678998,0.94749689,1.08698153,
85939,0.11658817,0.56165367,10.59990597,0.13010100,0.69102818,0.51879019,0.07000000,0.85714287,0.51739609,0.11279295,-0.11279295,11.76351929,-13.50884819,0.68585873,-0.01229746,-0.04939699,0.94993889,1.01520109,
85951,-0.44379309,-0.33656481,11.67728329,0.10172275,0.36168051,0.47802141,0.07000000,0.85897434,0.63531166,-0.00355012,-0.06155498,11.72861290,-13.96263409,0.37397587,-0.01229746,-0.07835291,0.95115995,1.00733352,
85963,-0.17767334,-0.20748018,11.12442589,-0.03337374,0.07350133,0.51079625,0.07000000,0.85897434,0.60367930,-0.02884000,-0.01441541,12.35693073,-14.41641998,0.08473369,-0.01229746,0.01901311,0.95115995,1.02649832,
85975,-0.81225330,-0.26768005,10.51796246,0.03257573,0.25696075,0.56888509,0.07000000,0.85897434,0.64269596,0.00549867,-0.05424204,12.18239784,-14.34660625,0.24973571,-0.01229746,0.00298890,0.95238090,1.02977574,
85987,-1.39944029,0.58104539,9.10389709,0.03404128,0.58950597,0.59939504,0.07000000,0.82417583,0.64017224,0.01271193,-0.04705698,11.65879917,-13.77064800,0.57608271,-0.01229746,0.01384057,0.97069597,1.01277292,
85999,-1.84330833,0.37948796,8.42016888,-0.00166470,0.88514608,0.64282846,0.07000000,0.82417583,0.71784323,0.03753020,-0.07161894,11.22246742,-13.63102150,0.87283397,-0.01229746,0.06590942,0.97069597,1.01342726,
86011,-1.34814835,0.44262406,8.07255077,-0.06041968,1.02836967,0.71916997,0.07000000,0.70146513,0.78629696,0.10302540,-0.09712245,11.11774731,-13.73574162,1.02217722,-0.01229746,0.11382090,0.98656893,1.02480173,
86023,-1.00511980,-0.02465522,9.03426266,-0.10252075,0.99759322,0.82042569,0.07000000,0.53113550,0.82593495,0.11279295,-0.11025707,11.06538773,-13.73574162,0.99828809,-0.01229746,0.14064308,0.98534799,1.02099168,
86035,-0.83321995,0.20191753,10.01379681,-0.16167544,0.72300369,0.72156811,0.07000000,0.53113550,0.75669265,0.11279295,-0.11279295,11.69370556,-14.15462017,0.73340249,-0.01229746,0.20043980,0.98534799,1.04069245,
86046,-0.25766915,0.75717944,10.89233875,-0.09306134,0.42203426,0.63803208,0.07000000,0.45238093,0.75087607,0.11279295,-0.11279295,11.99041176,-14.53859234,0.43410105,-0.01229746,0.14528681,0.98290598,1.04383910,
86059,0.16721439,0.98215342,10.91156006,0.03310866,0.11546918,0.63603365,0.07000000,0.39560437,0.84350473,0.11279295,-0.08347008,12.26966476,-15.25417805,0.12779409,-0.01229746,0.00693905,0.98290598,1.05839396,
86071,0.11407549,0.71829575,10.67036724,-0.18752228,-0.03161811,0.72916228,0.07000000,0.39560437,0.75970942,0.06935827,0.01801489,13.02015591,-15.49852371,-0.02577965,-0.01229746,0.16159141,0.98290598,1.08457851,
86083,-0.77456725,0.52463615,10.50712490,-0.58068770,0.00408786,0.83854520,0.07000000,0.35347983,0.69021285,0.11279295,-0.06300232,13.85791397,-15.79522991,0.00238449,-0.01229746,0.55810720,0.98290598,1.12993610,
86095,-0.79028535,1.63587642,8.83321571,-0.31529105,0.17822109,0.59393257,0.07000000,0.21245420,0.36560240,0.11279295,-0.11279295,14.01499367,-14.74803257,0.17183462,-0.01229746,0.48470321,1.00000000,1.10900116,
86107,-1.40441203,0.77607071,7.91694832,0.15328324,0.22485203,0.42366302,0.07000000,0.21245420,0.11572710,0.11279295,-0.11279295,14.67821884,-14.85275173,0.22274882,-0.01229746,0.12594625,1.00000000,1.14209092,
86119,-0.79327887,0.26425561,7.60759878,0.16940422,0.01861006,0.30615309,0.07000000,0.14285713,0.35772896,0.10223130,-0.10508886,14.85275173,-16.12684250,0.02656607,-0.01229746,0.04727220,1.00000000,1.18232536,
86131,-0.74846458,0.09081100,8.77741241,-0.15394799,-0.20228736,0.21822047,0.07000000,0.14285713,0.26071453,0.07342774,-0.03068086,15.34144402,-16.21410942,-0.19327614,-0.01229746,0.21634504,1.00000000,1.18753779,
86143,-1.06975245,0.62281990,11.00667477,0.04763086,-0.43597493,0.25126183,0.07000000,0.14285713,0.36829281,0.11279295,-0.11279295,15.76032352,-17.12167931,-0.42647025,-0.01229746,0.11505340,1.00000000,1.22029376,
86155,-1.42583311,1.56938004,11.58191204,-0.02111647,-0.51964414,0.03436135,0.07000000,0.14102563,0.21161315,0.08718038,-0.04203798,15.81268311,-16.68534851,-0.51533300,-0.01229746,0.15951960,1.00000000,1.19893563,
86167,-1.70809352,0.95223111,12.04984283,0.26040116,-0.74800247,0.06740270,0.07000000,0.13919413,0.21201737,0.08917136,-0.07369744,16.19665527,-17.12167931,-0.73851764,-0.01229746,-0.01362018,1.00000000,1.21315265,
86178,-0.25009912,1.24156213,10.02667141,-0.07880558,-0.78663957,0.12615767,0.07000000,0.13919413,0.26436087,-0.01954531,0.03259151,16.31882858,-17.33111954,-0.78468585,-0.01229746,0.05999099,1.00000000,1.22226512,
86191,-0.95955235,0.99998778,9.51953125,-0.15594645,-0.57693362,0.22608112,0.07000000,0.02564102,-0.00058222,0.03520072,0.01078712,17.17403984,-16.87733459,-0.58527100,-0.01229746,0.21446911,1.00000000,1.25274420,
86203,-2.16268730,1.57240152,9.15629292,-0.01458813,-0.05266865,0.10777176,0.07000000,0.02197802,-0.02467849,0.11279295,-0.11279295,16.44100189,-16.19665527,-0.07361007,-0.01229746,0.29751012,0.98046398,1.23790586,
86215,-1.41290820,0.45067853,7.82429218,0.02578095,0.12892553,-0.10459884,0.07000000,0.02197802,-0.16076332,0.11279295,-0.11279295,16.16174889,-15.56833649,0.12108597,-0.01229746,0.27770200,0.98046398,1.21816599,
86227,-0.31543145,-0.84135878,8.04261017,0.15661402,-0.05226896,-0.12684844,0.07000000,0.02197802,-0.18096127,0.11279295,-0.11279295,16.52826881,-15.95230961,-0.04536338,-0.01229746,0.23937094,0.97924292,1.23405194,
86239,1.34152520,-1.34127522,8.94926643,0.02871203,-0.21401168,-0.00440894,0.07000000,0.01831502,-0.01918446,0.11279295,-0.11279295,16.92969322,-16.87733459,-0.20744874,-0.01229746,0.06906021,0.97802198,1.27222407,
86251,1.35787618,-1.31444788,11.02128887,-0.32221907,-0.48540375,-0.10406592,0.07000000,0.01831502,-0.10856215,0.05741915,-0.06352185,17.66273117,-17.26130676,-0.47446883,-0.01229746,-0.01084079,0.97802198,1.29443932,
86263,1.36616910,0.59044486,10.70205116,0.23415461,-1.08934093,-0.25941354,0.07000000,0.01648352,-0.28161764,-0.00849507,-0.01598008,18.30850410,-17.34857368,-1.06476831,-0.01229746,-0.04856709,0.96214890,1.27741146,
86275,0.66487110,-0.12048668,11.05213547,0.28318369,-0.77158445,-0.24036148,0.07000000,0.01282051,-0.05412354,-0.08319873,0.02429307,17.74999809,-17.76745224,-0.78310019,-0.01229746,0.11122869,0.94505489,1.29352605,
86287,-0.88765645,-0.27160037,10.08050919,0.11224802,-0.63195813,-0.23889594,0.07000000,0.01282051,-0.10255752,0.04677006,-0.05909978,17.41838646,-17.26130676,-0.63770270,-0.01229746,0.12825236,0.94505489,1.27272236,
86298,-1.22012436,-0.30629534,7.96115208,-0.00859272,-0.04494124,-0.14230327,0.07000000,0.01282051,-0.16281384,0.05884350,-0.08009735,16.52826881,-15.96976280,-0.06833643,-0.01229746,0.16878085,0.94383395,1.23300266,
86311,-1.44466722,0.50036561,7.15731335,0.07840728,0.18355034,-0.18986684,0.07000000,0.00915751,-0.11749254,0.10809770,-0.11279295,16.51081467,-16.23156166,0.17337301,-0.01229746,0.25323683,0.94383395,1.26068306,
86323,0.02153318,1.89889181,7.01601124,0.32301986,0.19727316,0.00998003,0.07000000,0.00915751,-0.11849715,0.11279295,-0.11279295,16.75516129,-16.37118912,0.19631486,-0.01229746,0.25177753,0.94383395,1.27706766,
86334,-0.31170306,0.65328789,9.00206947,-0.18832169,-0.09130571,0.06060790,0.07000000,0.00915751,-0.11256376,0.11279295,-0.11279295,17.52310562,-16.85988045,-0.08002383,-0.01229746,0.12148827,0.95848596,1.30388260,
86347,-0.53256720,-0.57352436,11.32618809,-0.21883164,-0.53816330,0.01637513,0.07000000,0.00732601,-0.09135691,0.08977903,-0.11088707,17.95943832,-17.48819923,-0.51994240,-0.01229746,0.08067880,0.97802198,1.31093836,
86358,-0.40736577,-0.44035149,12.43511009,-0.10771678,-0.95011431,-0.06422977,0.07000000,0.00732601,-0.19478731,0.04195370,-0.06030729,18.62266350,-17.81981087,-0.93277925,-0.01229746,0.06309912,0.97802198,1.31738007,
86370,-0.62415838,-0.21107580,12.32014751,0.12770283,-1.08747578,-0.16122210,0.07000000,0.00732601,-0.21957099,-0.00333039,-0.03607168,18.91936874,-18.15142441,-1.08091295,-0.01229746,0.12412170,0.97802198,1.33002412,
86383,-0.52956980,-0.23370828,10.66655922,0.32728326,-0.99234861,-0.17254676,0.07000000,0.00549451,-0.00281127,0.02013316,-0.06351168,18.41322327,-18.67502213,-0.99565512,-0.01229746,0.26911706,0.97802198,1.33719075,
86395,0.09144317,-0.39275712,8.92926025,0.12077481,-0.74786931,-0.15469378,0.07000000,0.00549451,-0.07951280,0.11279295,-0.11279295,18.23869133,-18.11651802,-0.75775421,-0.01229746,0.12797043,0.97802198,1.32740963,
86406,0.04205856,0.48400518,7.72778797,0.10518676,-0.56027967,-0.07062487,0.07000000,0.00549451,-0.09841866,0.05601333,-0.07158664,18.36086464,-18.02925110,-0.56851649,-0.01229746,0.08789806,0.97802198,1.34313631,
86419,-0.24648288,0.99519587,8.47954369,0.16101065,-0.69724137,-0.03731706,0.07000000,0.00549451,-0.00724708,0.04591462,-0.06521859,18.93682289,-18.97172928,-0.69264287,-0.01229746,0.10967593,0.97435892,1.39150512,
86431,0.66451693,1.57481551,9.02238369,0.04216839,-0.91760588,-0.03811645,0.07000000,0.00549451,0.06100949,0.06366412,-0.06519935,18.90191650,-19.21607590,-0.90865713,-0.01229746,0.01860932,0.97435892,1.38306773,
86443,0.93895847,-0.00181915,10.19021988,-0.17486532,-0.96010661,0.05581158,0.07000000,0.00549451,0.03237948,0.00483110,0.00529854,18.91936874,-18.98918152,-0.95789200,-0.01229746,0.01352299,0.97802198,1.37133324,
86455,-0.68096024,-0.31921387,11.77099228,-0.22762491,-1.09933341,0.04915002,0.07000000,0.00549451,-0.03325021,-0.00636052,0.01073643,19.30334091,-19.09390259,-1.09338880,-0.01229746,0.12343185,0.99145293,1.37961185,
86467,-0.22952513,-0.02262513,10.77955532,-0.15354832,-1.00793672,-0.04944111,0.07000000,0.00549451,-0.06803085,0.04046815,-0.04772638,18.90191650,-18.62266350,-1.01084435,-0.01229746,0.09337975,0.99145293,1.35268438,
86479,-0.31795660,0.41303024,9.63281155,0.14369059,-0.54375899,-0.17574432,0.07000000,0.00549451,-0.17262186,0.02303902,-0.03728548,18.08161163,-17.54055977,-0.56199074,-0.01229746,0.07124716,0.99145293,1.31441247,
86491,-1.07028353,-0.28750461,8.90594482,-0.04190053,-0.55948031,-0.12032013,0.07000000,0.00366300,-0.19278353,0.02560025,-0.05919881,18.39577103,-17.68018532,-0.55978507,-0.01229746,0.10076693,0.99145293,1.33182907,
86503,-0.49986252,-1.93737030,8.42360878,-0.26799393,-0.41399181,-0.03971522,0.07000000,0.00366300,-0.11656471,0.04188794,-0.07899505,18.30850410,-17.80235863,-0.41988271,-0.01229746,-0.03609593,0.99145293,1.34382868,
86515,-0.03982349,-2.25020289,9.03989506,-0.18112718,-0.33978197,-0.02519302,0.07000000,0.00366300,-0.12263991,-0.01657899,-0.00711967,18.18633080,-17.69763947,-0.34294838,-0.01229746,-0.05998836,0.99145293,1.34105027,
86527,-0.27567011,-1.73385334,10.80228138,-0.13076578,-0.42957985,-0.08021753,0.07000000,-0.00183159,-0.12511989,-0.02563149,0.00167169,18.39577103,-17.95943832,-0.42612836,-0.01229746,-0.04035033,0.99511600,1.35265458,
86539,-0.94634295,-1.66074276,12.24345112,0.08773346,-0.39533943,-0.02839057,0.07000000,-0.00183159,-0.03178194,-0.01911818,-0.00522663,17.92453194,-17.81981087,-0.39614481,-0.01229746,0.07812344,0.99511600,1.33168995,
86551,0.39827067,-0.87289560,11.17345047,-0.01858507,-0.32099637,-0.11072748,0.07000000,-0.03113562,-0.06013308,0.05795596,-0.05710735,17.26130676,-17.12167931,-0.32347834,-0.01229746,0.02771650,0.99755800,1.28538048,
86563,-0.55284554,-0.24258144,10.21965981,0.10198921,-0.16538230,-0.08274892,0.07000000,-0.07142866,-0.10934193,0.03119490,-0.02859091,16.63298798,-16.24901581,-0.17124991,-0.01229746,0.07214002,0.99755800,1.23979068,
86575,-0.40657675,-0.02524827,9.35579491,-0.02644570,-0.18123680,-0.10792962,0.07000000,-0.07142866,-0.03180903,0.05624540,-0.06242307,16.89478683,-16.87733459,-0.18106444,-0.01229746,0.08161541,0.99755800,1.27290118,
86587,0.58559269,-0.48386285,8.88489151,-0.02191585,-0.05919698,-0.07488827,0.07000000,-0.07142866,-0.06995868,0.07161273,-0.06261494,16.63298798,-16.40609550,-0.06386653,-0.01229746,0.02425084,0.99755800,1.25394142,
86599,0.29188365,0.07904995,9.10116482,-0.04749624,-0.09690143,-0.03798322,0.07000000,-0.07326007,-0.11952673,0.04164130,-0.04017955,17.15658569,-16.66789436,-0.09578010,-0.01229746,0.00792789,1.00000000,1.28139770,
86611,-0.25225353,1.01544118,10.20220184,-0.04856209,-0.22706836,-0.14416850,0.07000000,-0.07326007,-0.17859493,0.02850994,-0.03685268,17.54055977,-16.91224098,-0.22198056,-0.01229746,0.03139162,1.00000000,1.29572797,
86622,1.21699083,0.48100516,10.14861107,-0.10918231,-0.43983862,-0.15602610,0.07000000,-0.07509166,-0.13463546,0.02941116,-0.04877630,17.19149399,-16.77261353,-0.43094999,-0.01229746,-0.10309455,1.00000000,1.26122129,
86635,-0.29396456,0.30289724,10.88171864,-0.08586684,-0.36909285,-0.17814249,0.07000000,-0.07692307,-0.32132331,-0.05742437,0.04481833,17.43583870,-16.23156166,-0.37150589,-0.01229746,-0.05676356,1.00000000,1.25441968,
86647,-0.47202349,0.36396480,10.56278419,-0.09279487,-0.36469620,-0.17907511,0.07000000,-0.07692307,-0.16597205,-0.04660510,-0.00148908,17.33111954,-16.82497406,-0.36517629,-0.01229746,-0.07423244,1.00000000,1.27350307,
86658,-0.37799382,0.35658440,10.01146984,-0.06161876,0.08975555,-0.21278261,0.07000000,-0.07692307,-0.28579995,-0.03904745,0.02087684,16.40609550,-15.39380360,0.07208601,-0.01229746,-0.03167712,1.00000000,1.21710658,
86671,-1.10451257,-0.73856753,9.87622738,-0.02990970,0.39805263,-0.10300007,0.07000000,-0.07509166,-0.18413734,-0.00497194,-0.03548865,15.96976280,-15.28908443,0.38515121,-0.01229746,0.04508232,1.00000000,1.22031116,
86683,-1.20379066,-0.65177572,9.59019566,0.12077481,0.77136660,-0.11232626,0.07000000,-0.07509166,-0.26953492,0.06756812,-0.08678655,15.11455154,-14.06735420,0.75654864,-0.01229746,0.19993927,1.00000000,1.16952372,
86695,-1.27274239,-1.08395517,9.00309277,-0.23548554,0.62547845,-0.13457586,0.07000000,-0.05311364,-0.17675006,0.11279295,-0.11279295,14.74803257,-14.03244686,0.63116276,-0.01229746,0.04629551,1.00000000,1.14466023,
86707,-0.12642415,-0.90529758,8.75276089,-0.10012259,0.43908784,-0.10260037,0.07000000,-0.05311364,-0.16396855,0.07497820,-0.09667030,15.18436432,-14.57349968,0.44676602,-0.01229746,0.03183568,1.00000000,1.16780949,
86719,1.00570226,-1.15851068,8.94555569,-0.01698630,0.13931756,-0.17214708,0.07000000,-0.05311364,-0.15288585,0.05877040,-0.07848184,15.69050980,-15.21927071,0.15151471,-0.01229746,-0.02834141,1.00000000,1.18919945,
86731,0.51287574,-1.35639346,10.31005955,-0.05175966,-0.07904844,-0.12964632,0.07000000,-0.05128205,-0.19373345,0.00966302,-0.02885329,16.40609550,-15.70796299,-0.07009190,-0.01229746,-0.05072815,1.00000000,1.21818697,
86744,0.36466581,-1.25308216,10.78645229,-0.19511648,-0.26663801,-0.16015626,0.07000000,-0.04945064,-0.23322669,-0.01806326,-0.01004424,16.54572105,-15.72541618,-0.25873113,-0.01229746,-0.13742895,1.00000000,1.20982289,
86755,0.00640149,-1.00583887,10.86457062,0.01645476,-0.16378352,-0.21464783,0.07000000,-0.04945064,-0.22193435,-0.08273869,0.04554480,16.40609550,-15.67305660,-0.16751066,-0.01229746,-0.05611727,1.00000000,1.20944893,
86767,-0.33370960,-1.05116165,10.64769363,-0.04056822,0.06670655,-0.24915475,0.07000000,-0.02564102,-0.24141854,-0.03310852,-0.00534683,16.00466919,-15.23672390,0.05758947,-0.01229746,-0.02054012,1.00000000,1.19469726,
86779,-1.21408892,-1.19124198,10.39333820,0.05575797,0.56246001,-0.20638750,0.07000000,-0.02564102,-0.17454506,-0.00242287,-0.03895846,14.64331245,-14.11971378,0.54296225,-0.01229746,0.12076545,1.00000000,1.13729119,
86791,-0.72799581,-1.20317936,9.49804020,0.11504588,0.77549684,-0.19905978,0.07000000,-0.02564102,-0.21702075,0.10750090,-0.11279295,14.39896679,-13.70083427,0.76651168,-0.01229746,0.19700658,1.00000000,1.12902761,
86803,-0.24604963,-1.68650150,8.39993382,-0.10785000,0.80560708,-0.07995106,0.07000000,-0.02564102,-0.09999087,0.11279295,-0.11279295,13.84046078,-13.45648861,0.80470526,-0.01229746,0.08900912,1.00000000,1.10136497,
86815,0.28396267,-1.28176224,8.42740726,-0.22575964,0.43176013,-0.06609501,0.07000000,-0.03113562,-0.10702169,0.11067050,-0.11279295,14.78293896,-14.34660625,0.44657260,-0.01229746,0.04222376,1.00000000,1.14384317,
86827,0.57996404,-1.16730642,9.39404392,-0.04176731,0.12879230,-0.07249011,0.07000000,-0.03113562,-0.17282924,0.06551238,-0.07837492,15.34144402,-14.66076565,0.14143449,-0.01229746,0.00635093,1.00000000,1.15386069,
86839,0.91648203,-0.74903864,10.31360435,-0.04816240,-0.23066559,-0.14296943,0.07000000,-0.03113562,-0.10595063,0.02090180,-0.04752712,15.96976280,-15.67305660,-0.21615271,-0.01229746,-0.06252696,1.00000000,1.18909919,
86852,0.23558615,-0.96238661,10.99225330,-0.12197252,-0.49739456,-0.22090970,0.07000000,-0.05311364,-0.16027018,-0.02795641,0.01706676,16.38864136,-15.95230961,-0.48624977,-0.01229746,-0.07186715,1.00000000,1.19513237,
86863,0.14893959,-1.08196461,10.85634232,-0.02218230,-0.40653086,-0.11778873,0.07000000,-0.05311364,-0.02572330,-0.05492041,0.03287473,15.89994907,-15.93485641,-0.40946877,-0.01229746,-0.06791580,1.00000000,1.18171251,
86875,0.21995522,-1.01428628,9.92771339,-0.22869076,-0.03335012,-0.17467846,0.07000000,-0.05311364,-0.18635166,-0.03623050,0.04041322,15.74286938,-15.14945793,-0.04822710,-0.01229746,-0.04154002,1.00000000,1.17332554,
86887,-0.87784356,-0.53006035,8.83633423,0.19005506,0.38726088,-0.18387142,0.07000000,-0.05311364,-0.18391876,-0.01495505,-0.01094894,14.71312523,-14.10226059,0.37035069,-0.01229746,0.14073451,1.00000000,1.12612140,
86899,-0.30678186,-0.48761478,7.95783520,0.14635521,0.71474326,-0.23902915,0.07000000,-0.05311364,-0.22946212,0.10824588,-0.11279295,13.89282131,-13.19468880,0.70163900,-0.01229746,0.19194323,1.00000000,1.08553743,
86911,-0.63782668,0.01001335,7.95510530,0.21017298,0.98080617,-0.22384080,0.07000000,-0.03113562,-0.26062739,0.11279295,-0.11279295,13.66592789,-12.84562302,0.97007143,-0.01229746,0.28015536,1.00000000,1.08401918,
86923,-0.41591781,0.34312791,8.85203457,-0.11131401,0.63067442,-0.14430176,0.07000000,-0.03113562,-0.13310653,0.11279295,-0.11279295,14.34660625,-13.85791397,0.64409631,-0.01229746,0.11048557,1.00000000,1.12365007,
86935,0.63481432,0.75432324,9.91504860,-0.09146255,0.23111390,-0.06436301,0.07000000,-0.03113562,-0.24388140,0.11139311,-0.11279295,15.18436432,-14.15462017,0.24742571,-0.01229746,0.03170052,1.00000000,1.13666809,
86947,0.84792221,0.57090640,11.35886860,0.07814082,-0.23679423,-0.11845490,0.07000000,-0.05311364,-0.22637290,0.03526310,-0.07090938,15.72541618,-14.87020493,-0.21782553,-0.01229746,0.03677276,1.00000000,1.14908743,
86959,0.75226206,0.29754716,11.71684074,0.08000606,-0.66539913,-0.17627725,0.07000000,-0.05677664,-0.28076813,0.01179232,-0.04417638,16.58062744,-15.55088329,-0.64781415,-0.01229746,0.02270906,1.00000000,1.17482972,
86971,0.41984120,-0.69915378,11.42588997,0.18872276,-0.63528883,-0.13537525,0.07000000,-0.05677664,-0.14591408,-0.02600317,-0.01788668,16.33628273,-15.86504269,-0.63557041,-0.01229746,0.11109067,1.00000000,1.17843902,
86982,0.29001087,-0.89586562,9.86854076,0.00419746,-0.54362577,-0.20398936,0.07000000,-0.06043965,-0.12156345,0.03746167,-0.05342856,16.12684250,-15.83013630,-0.54718363,-0.01229746,0.03300440,1.00000000,1.17587233,
86995,-0.00631504,-1.25708175,8.75525475,0.12264005,-0.22640219,-0.05930021,0.07000000,-0.03479862,-0.03444919,-0.00059305,-0.01639656,15.70796299,-15.63815022,-0.23920023,-0.01229746,0.04399261,1.00000000,1.17606163,
87007,-0.08160316,-1.10177577,7.83030367,-0.02498016,-0.22773451,-0.06902610,0.07000000,-0.03479862,-0.01427505,0.03346282,-0.03283811,15.81268311,-15.83013630,-0.22836220,-0.01229746,0.03999378,1.00000000,1.18818355,
87018,-0.13790676,0.16519456,8.22511673,0.11104894,0.02886887,-0.03371982,0.07000000,-0.00732601,-0.04933827,0.03243077,-0.03322196,15.60324383,-15.42871094,0.01866063,-0.01229746,0.02953478,1.00000000,1.18374550,
87031,-0.66401964,-0.54407305,9.47631741,-0.21243654,0.08749062,-0.08234923,0.07000000,-0.00549459,-0.07009812,0.03833117,-0.04591177,15.62069702,-15.39380360,0.08476605,-0.01229746,0.08349046,1.00000000,1.18811178,
87043,-0.27338478,0.34421727,10.52312374,0.19325261,-0.18003772,-0.03731706,0.07000000,-0.00549459,-0.08374739,0.07087587,-0.08168492,15.62069702,-15.32399082,-0.16933483,-0.01229746,0.11124228,1.00000000,1.16611111,
87055,0.16545878,0.06950211,10.61872387,-0.06974587,-0.29887998,-0.11192656,0.07000000,-0.00549459,-0.20273094,0.06663291,-0.08029845,15.62069702,-14.83529854,-0.29345307,-0.01229746,0.05297028,1.00000000,1.13803852,
87067,-0.38608384,-0.10976381,11.01697922,0.03150988,-0.38961047,0.00291877,0.07000000,-0.02564102,-0.00578868,0.01415468,-0.04796650,15.63815022,-15.62069702,-0.38589901,-0.01229746,0.07781038,1.00000000,1.16154265,
87079,-1.13588393,-1.31423414,10.78810406,-0.05882092,-0.60970849,-0.04237985,0.07000000,-0.02564102,-0.10403397,0.04333501,-0.03884538,16.12684250,-15.70796299,-0.60079169,-0.01229746,0.13840559,1.00000000,1.16712415,
87091,-0.80588263,-1.58308804,10.21403313,0.02698001,-0.54455841,0.00491724,0.07000000,-0.05311364,-0.02565413,0.05702033,-0.06591944,16.21410942,-16.10938835,-0.54681784,-0.01229746,0.13794565,1.00000000,1.18984735,
87103,-1.23422492,-0.47663832,9.62017727,-0.00193116,-0.50352317,-0.08714555,0.07000000,-0.06043965,-0.05795918,0.07069014,-0.06284524,15.95230961,-15.79522991,-0.50506586,-0.01229746,0.17295614,1.00000000,1.17111361,
87115,-1.20055425,-0.48391625,9.36702442,0.11224802,-0.62289840,-0.17521140,0.07000000,-0.06043965,-0.13225186,0.08778898,-0.08573164,16.44100189,-16.09193611,-0.61836934,-0.01229746,0.19699416,1.00000000,1.19237626,
87127,-0.13466869,-0.40881780,9.10536575,0.13090038,-0.72721851,-0.12618230,0.07000000,-0.06043965,-0.03638915,0.08887172,-0.10109329,16.52826881,-16.56317520,-0.72299671,-0.01229746,0.16380857,1.00000000,1.20568979,
87139,0.29600477,-0.13546269,9.45122719,-0.01472136,-1.01832867,-0.16615167,0.07000000,-0.06227106,-0.12024052,0.07454887,-0.06843388,17.06932068,-16.72025490,-1.00667012,-0.01229746,0.07124845,1.00000000,1.21067691,
87151,0.11443023,0.47117192,10.14757252,0.00033377,-1.28412509,-0.12138598,0.07000000,-0.06227106,-0.19326505,-0.00235961,-0.00943453,17.78490448,-17.06932068,-1.27320099,-0.01229746,0.00962068,1.00000000,1.23091447,
87163,0.52756363,0.41358975,11.11166573,0.05695705,-1.39297497,-0.15309501,0.07000000,-0.06227106,-0.15482728,-0.05848019,0.03131172,18.04670525,-17.54055977,-1.38806605,-0.01229746,-0.04168825,1.00000000,1.25008607,
87175,0.67047650,0.15022123,11.20024776,0.08626792,-1.18726599,-0.22863713,0.07000000,-0.06410265,-0.18728228,-0.08844839,0.06826863,17.62782478,-17.05186653,-1.19472790,-0.01229746,-0.08704762,1.00000000,1.23026597,
87187,0.40408847,-0.82946265,10.89876652,-0.02844419,-0.99661195,-0.26714095,0.07000000,-0.06410265,-0.24082142,-0.10640016,0.07973183,16.92969322,-16.17920303,-1.00391901,-0.01229746,-0.11959925,1.00000000,1.18497586,
