TimeStamp,MotorID,EncoderValue,TorqueValue,TotalAngle,MotorID,EncoderValue,TorqueValue,TotalAngle
11261,1,4986,0,4986,2,-12940,0,-12940
11266,1,4986,0,4986,2,-12939,0,-12939
11271,1,4986,0,4986,2,-12938,0,-12938
11276,1,4986,0,4986,2,-12937,0,-12937
11281,1,4986,0,4986,2,-12937,0,-12937
11286,1,4986,0,4986,2,-12937,0,-12937
11291,1,4986,0,4986,2,-12937,0,-12937
11296,1,4986,0,4986,2,-12937,0,-12937
11301,1,4986,0,4986,2,-12937,0,-12937
11306,1,4986,0,4986,2,-12937,0,-12937
11311,1,4986,0,4986,2,-12937,0,-12937
11316,1,4986,0,4986,2,-12937,0,-12937
11321,1,4986,0,4986,2,-12937,0,-12937
11326,1,4986,0,4986,2,-12937,0,-12937
11331,1,4986,0,4986,2,-12937,0,-12937
11336,1,4986,0,4986,2,-12937,0,-12937
11341,1,4986,0,4986,2,-12937,0,-12937
11346,1,4986,0,4986,2,-12937,0,-12937
11351,1,4986,0,4986,2,-12937,0,-12937
11356,1,4986,0,4986,2,-12937,0,-12937
11361,1,4986,0,4986,2,-12937,0,-12937
11366,1,4986,0,4986,2,-12937,0,-12937
11371,1,4986,0,4986,2,-12937,0,-12937
11376,1,4986,0,4986,2,-12936,0,-12936
11381,1,4986,0,4986,2,-12936,0,-12936
11386,1,4986,0,4986,2,-12936,0,-12936
11391,1,4986,0,4986,2,-12936,0,-12936
11396,1,4986,0,4986,2,-12936,0,-12936
11401,1,4986,0,4986,2,-12936,0,-12936
11406,1,4986,0,4986,2,-12936,0,-12936
11411,1,4986,0,4986,2,-12936,0,-12936
11416,1,4986,0,4986,2,-12936,0,-12936
11421,1,4986,0,4986,2,-12936,0,-12936
11426,1,4986,0,4986,2,-12936,0,-12936
11431,1,4986,0,4986,2,-12936,0,-12936
11436,1,4986,0,4986,2,-12936,0,-12936
11441,1,4986,0,4986,2,-12936,0,-12936
11446,1,4986,0,4986,2,-12936,0,-12936
11451,1,4986,0,4986,2,-12936,0,-12936
11456,1,4986,0,4986,2,-12936,0,-12936
11461,1,4986,0,4986,2,-12936,0,-12936
11466,1,4986,0,4986,2,-12936,0,-12936
11471,1,4986,0,4986,2,-12936,0,-12936
11476,1,4986,0,4986,2,-12936,0,-12936
11481,1,4986,0,4986,2,-12936,0,-12936
11486,1,4986,0,4986,2,-12936,0,-12936
11491,1,4986,0,4986,2,-12936,0,-12936
11496,1,4986,0,4986,2,-12936,0,-12936
11501,1,4986,0,4986,2,-12936,0,-12936
11506,1,4986,0,4986,2,-12936,0,-12936
11511,1,4986,0,4986,2,-12936,0,-12936
11516,1,4986,0,4986,2,-12936,0,-12936
11521,1,4986,0,4986,2,-12936,0,-12936
11526,1,4986,0,4986,2,-12936,0,-12936
11531,1,4986,0,4986,2,-12936,0,-12936
11536,1,4986,0,4986,2,-12936,0,-12936
11541,1,4986,0,4986,2,-12936,0,-12936
11546,1,4986,0,4986,2,-12936,0,-12936
11551,1,4986,0,4986,2,-12936,0,-12936
11556,1,4986,0,4986,2,-12936,0,-12936
11561,1,4986,0,4986,2,-12936,0,-12936
11566,1,4986,0,4986,2,-12936,0,-12936
11571,1,4986,0,4986,2,-12936,0,-12936
11576,1,4986,0,4986,2,-12936,0,-12936
11581,1,4986,0,4986,2,-12936,0,-12936
11586,1,4986,0,4986,2,-12936,0,-12936
11591,1,4986,0,4986,2,-12936,0,-12936
11596,1,4986,0,4986,2,-12936,0,-12936
11601,1,4986,0,4986,2,-12936,0,-12936
11606,1,4986,0,4986,2,-12936,0,-12936
11611,1,4986,0,4986,2,-12936,0,-12936
11616,1,4986,0,4986,2,-12936,0,-12936
11621,1,4986,0,4986,2,-12936,0,-12936
11626,1,4986,0,4986,2,-12936,0,-12936
11631,1,4986,0,4986,2,-12936,0,-12936
11636,1,4986,0,4986,2,-12936,0,-12936
11641,1,4986,0,4986,2,-12936,0,-12936
11646,1,4986,0,4986,2,-12936,0,-12936
11651,1,4986,0,4986,2,-12936,0,-12936
11656,1,4986,0,4986,2,-12936,0,-12936
11661,1,4986,0,4986,2,-12936,0,-12936
11666,1,4986,0,4986,2,-12936,0,-12936
11671,1,4986,0,4986,2,-12936,0,-12936
11676,1,4986,0,4986,2,-12936,0,-12936
11681,1,4986,0,4986,2,-12936,0,-12936
11686,1,4986,0,4986,2,-12936,0,-12936
11691,1,4986,0,4986,2,-12936,0,-12936
11696,1,4986,0,4986,2,-12936,0,-12936
11701,1,4986,0,4986,2,-12936,0,-12936
11706,1,4986,0,4986,2,-12936,0,-12936
11711,1,4986,0,4986,2,-12936,0,-12936
11716,1,4986,0,4986,2,-12936,0,-12936
11721,1,4986,0,4986,2,-12936,0,-12936
11726,1,4986,0,4986,2,-12936,0,-12936
11731,1,4986,0,4986,2,-12936,0,-12936
11736,1,4986,0,4986,2,-12936,0,-12936
11741,1,4986,0,4986,2,-12936,0,-12936
11746,1,4986,0,4986,2,-12936,0,-12936
11751,1,4986,0,4986,2,-12936,0,-12936
11756,1,4986,0,4986,2,-12936,0,-12936
11761,1,4986,0,4986,2,-12936,0,-12936
11766,1,4986,0,4986,2,-12936,0,-12936
11771,1,4986,0,4986,2,-12936,0,-12936
11776,1,4986,0,4986,2,-12936,0,-12936
11781,1,4986,0,4986,2,-12936,0,-12936
11786,1,4986,0,4986,2,-12936,0,-12936
11791,1,4986,0,4986,2,-12936,0,-12936
11796,1,4986,0,4986,2,-12936,0,-12936
11801,1,4986,0,4986,2,-12936,0,-12936
11806,1,4986,0,4986,2,-12936,0,-12936
11811,1,4986,0,4986,2,-12936,0,-12936
11816,1,4986,0,4986,2,-12936,0,-12936
11821,1,4986,0,4986,2,-12936,0,-12936
11826,1,4986,0,4986,2,-12936,0,-12936
11831,1,4986,0,4986,2,-12936,0,-12936
11836,1,4986,0,4986,2,-12936,0,-12936
11841,1,4986,0,4986,2,-12936,0,-12936
11846,1,4986,0,4986,2,-12936,0,-12936
11851,1,4986,0,4986,2,-12936,0,-12936
11856,1,4986,0,4986,2,-12936,0,-12936
11861,1,4986,0,4986,2,-12936,0,-12936
11866,1,4986,0,4986,2,-12936,0,-12936
11871,1,4986,0,4986,2,-12936,0,-12936
11876,1,4986,0,4986,2,-12936,0,-12936
11881,1,4986,0,4986,2,-12936,0,-12936
11886,1,4986,0,4986,2,-12936,0,-12936
11891,1,4986,0,4986,2,-12936,0,-12936
11896,1,4986,0,4986,2,-12936,0,-12936
11901,1,4986,0,4986,2,-12936,0,-12936
11906,1,4986,0,4986,2,-12936,0,-12936
11911,1,4986,0,4986,2,-12936,0,-12936
11916,1,4986,0,4986,2,-12936,0,-12936
11921,1,4986,0,4986,2,-12936,0,-12936
11926,1,4986,0,4986,2,-12936,0,-12936
11931,1,4986,0,4986,2,-12936,0,-12936
11936,1,4986,0,4986,2,-12936,0,-12936
11941,1,4986,0,4986,2,-12936,0,-12936
11946,1,4986,0,4986,2,-12936,0,-12936
11951,1,4986,0,4986,2,-12936,0,-12936
11956,1,4986,0,4986,2,-12936,0,-12936
11961,1,4986,0,4986,2,-12936,0,-12936
11966,1,4986,0,4986,2,-12936,0,-12936
11971,1,4986,0,4986,2,-12936,0,-12936
11976,1,4986,0,4986,2,-12936,0,-12936
11981,1,4986,0,4986,2,-12936,0,-12936
11986,1,4986,0,4986,2,-12936,0,-12936
11991,1,4986,0,4986,2,-12936,0,-12936
11996,1,4986,0,4986,2,-12936,0,-12936
12001,1,4986,0,4986,2,-12936,0,-12936
12006,1,4986,0,4986,2,-12936,0,-12936
12011,1,4986,0,4986,2,-12936,0,-12936
12016,1,4986,0,4986,2,-12936,0,-12936
12021,1,4986,0,4986,2,-12936,0,-12936
12026,1,4986,0,4986,2,-12936,0,-12936
12031,1,4986,0,4986,2,-12936,0,-12936
12036,1,4986,0,4986,2,-12936,0,-12936
12041,1,4986,0,4986,2,-12936,0,-12936
12046,1,4986,0,4986,2,-12936,0,-12936
12051,1,4986,0,4986,2,-12936,0,-12936
12056,1,4986,0,4986,2,-12936,0,-12936
12061,1,4986,0,4986,2,-12936,0,-12936
12066,1,4986,0,4986,2,-12936,0,-12936
12071,1,4986,0,4986,2,-12936,0,-12936
12076,1,4986,0,4986,2,-12936,0,-12936
12081,1,4986,0,4986,2,-12936,0,-12936
12086,1,4986,0,4986,2,-12936,0,-12936
12091,1,4986,0,4986,2,-12936,0,-12936
12096,1,4986,0,4986,2,-12936,0,-12936
12101,1,4986,0,4986,2,-12936,0,-12936
12106,1,4986,0,4986,2,-12936,0,-12936
12111,1,4986,0,4986,2,-12936,0,-12936
12116,1,4986,0,4986,2,-12936,0,-12936
12121,1,4986,0,4986,2,-12936,0,-12936
12126,1,4986,0,4986,2,-12936,0,-12936
12131,1,4986,0,4986,2,-12936,0,-12936
12136,1,4986,0,4986,2,-12936,0,-12936
12141,1,4986,0,4986,2,-12936,0,-12936
12146,1,4986,0,4986,2,-12936,0,-12936
12151,1,4986,0,4986,2,-12936,0,-12936
12156,1,4986,0,4986,2,-12936,0,-12936
12161,1,4986,0,4986,2,-12936,0,-12936
12166,1,4986,0,4986,2,-12936,0,-12936
12171,1,4986,0,4986,2,-12936,0,-12936
12176,1,4986,0,4986,2,-12936,0,-12936
12181,1,4986,0,4986,2,-12936,0,-12936
12186,1,4986,0,4986,2,-12936,0,-12936
12191,1,4986,0,4986,2,-12936,0,-12936
12196,1,4986,0,4986,2,-12936,0,-12936
12201,1,4986,0,4986,2,-12936,0,-12936
12206,1,4986,0,4986,2,-12936,0,-12936
12211,1,4986,0,4986,2,-12936,0,-12936
12216,1,4986,0,4986,2,-12936,0,-12936
12221,1,4986,0,4986,2,-12936,0,-12936
12226,1,4986,0,4986,2,-12936,0,-12936
12231,1,4986,0,4986,2,-12936,0,-12936
12236,1,4986,0,4986,2,-12936,0,-12936
12241,1,4986,0,4986,2,-12936,0,-12936
12246,1,4986,0,4986,2,-12936,0,-12936
12251,1,4986,0,4986,2,-12936,0,-12936
12256,1,4986,0,4986,2,-12936,0,-12936
12265,1,4986,10,4986,2,-12935,10,-12935
12270,1,4987,10,4987,2,-12933,10,-12933
12275,1,4987,10,4987,2,-12930,10,-12930
12280,1,4987,10,4987,2,-12924,10,-12924
12285,1,4987,10,4987,2,-12916,10,-12916
12290,1,4987,10,4987,2,-12906,10,-12906
12295,1,4987,10,4987,2,-12895,10,-12895
12300,1,4987,10,4987,2,-12882,10,-12882
12305,1,4987,10,4987,2,-12870,10,-12870
12310,1,4987,10,4987,2,-12860,10,-12860
12315,1,4987,10,4987,2,-12852,10,-12852
12320,1,4987,10,4987,2,-12844,10,-12844
12325,1,4987,10,4987,2,-12837,10,-12837
12330,1,4987,10,4987,2,-12830,10,-12830
12335,1,4987,10,4987,2,-12825,10,-12825
12340,1,4987,10,4987,2,-12821,10,-12821
12345,1,4987,10,4987,2,-12820,10,-12820
12350,1,4987,10,4987,2,-12819,10,-12819
12355,1,4987,10,4987,2,-12819,10,-12819
12360,1,4987,10,4987,2,-12819,10,-12819
12365,1,4987,10,4987,2,-12819,10,-12819
12370,1,4987,10,4987,2,-12819,10,-12819
12375,1,4987,10,4987,2,-12819,10,-12819
12380,1,4987,10,4987,2,-12819,10,-12819
12385,1,4987,10,4987,2,-12819,10,-12819
12390,1,4987,10,4987,2,-12819,10,-12819
12395,1,4987,10,4987,2,-12819,10,-12819
12400,1,4987,10,4987,2,-12819,10,-12819
12405,1,4987,10,4987,2,-12819,10,-12819
12410,1,4987,10,4987,2,-12819,10,-12819
12415,1,4987,10,4987,2,-12819,10,-12819
12420,1,4987,10,4987,2,-12819,10,-12819
12425,1,4987,10,4987,2,-12819,10,-12819
12430,1,4987,10,4987,2,-12819,10,-12819
12435,1,4987,10,4987,2,-12819,10,-12819
12440,1,4987,10,4987,2,-12819,10,-12819
12445,1,4987,10,4987,2,-12819,10,-12819
12450,1,4987,10,4987,2,-12819,10,-12819
12455,1,4987,10,4987,2,-12819,10,-12819
12460,1,4987,10,4987,2,-12819,10,-12819
12465,1,4987,10,4987,2,-12819,10,-12819
12470,1,4987,10,4987,2,-12819,10,-12819
12475,1,4987,10,4987,2,-12819,10,-12819
12480,1,4987,10,4987,2,-12819,10,-12819
12485,1,4987,10,4987,2,-12819,10,-12819
12490,1,4987,10,4987,2,-12819,10,-12819
12495,1,4987,10,4987,2,-12819,10,-12819
12500,1,4987,10,4987,2,-12819,10,-12819
12505,1,4987,10,4987,2,-12819,10,-12819
12510,1,4987,10,4987,2,-12819,10,-12819
12515,1,4987,10,4987,2,-12819,10,-12819
12520,1,4987,10,4987,2,-12819,10,-12819
12525,1,4987,10,4987,2,-12819,10,-12819
12530,1,4987,10,4987,2,-12819,10,-12819
12535,1,4987,10,4987,2,-12819,10,-12819
12540,1,4987,10,4987,2,-12819,10,-12819
12545,1,4987,10,4987,2,-12819,10,-12819
12550,1,4987,10,4987,2,-12819,10,-12819
12555,1,4987,10,4987,2,-12819,10,-12819
12560,1,4987,10,4987,2,-12819,10,-12819
12565,1,4987,10,4987,2,-12819,10,-12819
12570,1,4987,10,4987,2,-12819,10,-12819
12575,1,4987,10,4987,2,-12819,10,-12819
12580,1,4987,10,4987,2,-12819,10,-12819
12585,1,4987,10,4987,2,-12819,10,-12819
12590,1,4987,10,4987,2,-12819,10,-12819
12595,1,4987,10,4987,2,-12819,10,-12819
12600,1,4987,10,4987,2,-12819,10,-12819
12605,1,4987,10,4987,2,-12819,10,-12819
12610,1,4987,10,4987,2,-12819,10,-12819
12615,1,4987,10,4987,2,-12819,10,-12819
12620,1,4987,10,4987,2,-12819,10,-12819
12625,1,4987,10,4987,2,-12819,10,-12819
12630,1,4987,10,4987,2,-12819,10,-12819
12635,1,4987,10,4987,2,-12819,10,-12819
12640,1,4987,10,4987,2,-12819,10,-12819
12645,1,4987,10,4987,2,-12819,10,-12819
12650,1,4987,10,4987,2,-12819,10,-12819
12655,1,4987,10,4987,2,-12819,10,-12819
12660,1,4987,10,4987,2,-12819,10,-12819
12665,1,4987,10,4987,2,-12819,10,-12819
12670,1,4987,10,4987,2,-12819,10,-12819
12675,1,4987,10,4987,2,-12819,10,-12819
12680,1,4987,10,4987,2,-12819,10,-12819
12685,1,4987,10,4987,2,-12819,10,-12819
12690,1,4987,10,4987,2,-12819,10,-12819
12695,1,4987,10,4987,2,-12819,10,-12819
12700,1,4987,10,4987,2,-12819,10,-12819
12705,1,4987,10,4987,2,-12819,10,-12819
12710,1,4987,10,4987,2,-12819,10,-12819
12715,1,4987,10,4987,2,-12819,10,-12819
12720,1,4987,10,4987,2,-12819,10,-12819
12725,1,4987,10,4987,2,-12819,10,-12819
12730,1,4987,10,4987,2,-12819,10,-12819
12735,1,4987,10,4987,2,-12819,10,-12819
12740,1,4987,10,4987,2,-12819,10,-12819
12745,1,4987,10,4987,2,-12819,10,-12819
12750,1,4987,10,4987,2,-12819,10,-12819
12755,1,4987,10,4987,2,-12819,10,-12819
12760,1,4987,10,4987,2,-12819,10,-12819
12765,1,4987,10,4987,2,-12819,10,-12819
12770,1,4987,10,4987,2,-12819,10,-12819
12775,1,4987,10,4987,2,-12819,10,-12819
12780,1,4987,10,4987,2,-12819,10,-12819
12785,1,4987,10,4987,2,-12819,10,-12819
12790,1,4987,10,4987,2,-12819,10,-12819
12795,1,4987,10,4987,2,-12819,10,-12819
12800,1,4987,10,4987,2,-12819,10,-12819
12805,1,4987,10,4987,2,-12819,10,-12819
12810,1,4987,10,4987,2,-12819,10,-12819
12815,1,4987,10,4987,2,-12819,10,-12819
12820,1,4987,10,4987,2,-12819,10,-12819
12825,1,4987,10,4987,2,-12819,10,-12819
12830,1,4987,10,4987,2,-12819,10,-12819
12835,1,4987,10,4987,2,-12819,10,-12819
12840,1,4987,10,4987,2,-12819,10,-12819
12845,1,4987,10,4987,2,-12819,10,-12819
12850,1,4987,10,4987,2,-12819,10,-12819
12855,1,4987,10,4987,2,-12819,10,-12819
12860,1,4987,10,4987,2,-12819,10,-12819
12865,1,4987,10,4987,2,-12819,10,-12819
12870,1,4987,10,4987,2,-12819,10,-12819
12875,1,4987,10,4987,2,-12819,10,-12819
12880,1,4987,10,4987,2,-12819,10,-12819
12885,1,4987,10,4987,2,-12819,10,-12819
12890,1,4987,10,4987,2,-12819,10,-12819
12895,1,4987,10,4987,2,-12819,10,-12819
12900,1,4987,10,4987,2,-12819,10,-12819
12905,1,4987,10,4987,2,-12819,10,-12819
12910,1,4987,10,4987,2,-12819,10,-12819
12915,1,4987,10,4987,2,-12819,10,-12819
12920,1,4987,10,4987,2,-12819,10,-12819
12925,1,4987,10,4987,2,-12819,10,-12819
12930,1,4987,10,4987,2,-12819,10,-12819
12935,1,4987,10,4987,2,-12819,10,-12819
12940,1,4987,10,4987,2,-12819,10,-12819
12945,1,4987,10,4987,2,-12819,10,-12819
12950,1,4987,10,4987,2,-12819,10,-12819
12955,1,4987,10,4987,2,-12819,10,-12819
12960,1,4987,10,4987,2,-12819,10,-12819
12965,1,4987,10,4987,2,-12819,10,-12819
12970,1,4987,10,4987,2,-12819,10,-12819
12975,1,4987,10,4987,2,-12819,10,-12819
12980,1,4987,10,4987,2,-12819,10,-12819
12985,1,4987,10,4987,2,-12819,10,-12819
12990,1,4987,10,4987,2,-12819,10,-12819
12995,1,4987,10,4987,2,-12819,10,-12819
13000,1,4987,10,4987,2,-12819,10,-12819
13005,1,4987,10,4987,2,-12819,10,-12819
13010,1,4987,10,4987,2,-12819,10,-12819
13015,1,4987,10,4987,2,-12819,10,-12819
13020,1,4987,10,4987,2,-12819,10,-12819
13025,1,4987,10,4987,2,-12819,10,-12819
13030,1,4987,10,4987,2,-12819,10,-12819
13035,1,4987,10,4987,2,-12819,10,-12819
13040,1,4987,10,4987,2,-12819,10,-12819
13045,1,4987,10,4987,2,-12819,10,-12819
13050,1,4987,10,4987,2,-12819,10,-12819
13055,1,4987,10,4987,2,-12819,10,-12819
13060,1,4987,10,4987,2,-12819,10,-12819
13065,1,4987,10,4987,2,-12819,10,-12819
13070,1,4987,10,4987,2,-12819,10,-12819
13075,1,4987,10,4987,2,-12819,10,-12819
13080,1,4987,10,4987,2,-12819,10,-12819
13085,1,4987,10,4987,2,-12819,10,-12819
13090,1,4987,10,4987,2,-12819,10,-12819
13095,1,4987,10,4987,2,-12819,10,-12819
13100,1,4987,10,4987,2,-12819,10,-12819
13105,1,4987,10,4987,2,-12819,10,-12819
13110,1,4987,10,4987,2,-12819,10,-12819
13115,1,4987,10,4987,2,-12819,10,-12819
13120,1,4987,10,4987,2,-12819,10,-12819
13125,1,4987,10,4987,2,-12819,10,-12819
13130,1,4987,10,4987,2,-12819,10,-12819
13135,1,4987,10,4987,2,-12819,10,-12819
13140,1,4987,10,4987,2,-12819,10,-12819
13145,1,4987,10,4987,2,-12819,10,-12819
13150,1,4987,10,4987,2,-12819,10,-12819
13155,1,4987,10,4987,2,-12819,10,-12819
13160,1,4987,10,4987,2,-12819,10,-12819
13165,1,4987,10,4987,2,-12819,10,-12819
13170,1,4987,10,4987,2,-12819,10,-12819
13175,1,4987,10,4987,2,-12819,10,-12819
13180,1,4987,10,4987,2,-12819,10,-12819
13185,1,4987,10,4987,2,-12819,10,-12819
13190,1,4987,10,4987,2,-12819,10,-12819
13195,1,4987,10,4987,2,-12819,10,-12819
13200,1,4987,10,4987,2,-12819,10,-12819
13205,1,4987,10,4987,2,-12819,10,-12819
13210,1,4987,10,4987,2,-12819,10,-12819
13215,1,4987,10,4987,2,-12819,10,-12819
13220,1,4987,10,4987,2,-12819,10,-12819
13225,1,4987,10,4987,2,-12819,10,-12819
13230,1,4987,10,4987,2,-12819,10,-12819
13235,1,4987,10,4987,2,-12819,10,-12819
13240,1,4987,10,4987,2,-12819,10,-12819
13245,1,4987,10,4987,2,-12819,10,-12819
13250,1,4987,10,4987,2,-12819,10,-12819
13255,1,4987,10,4987,2,-12819,10,-12819
13260,1,4987,10,4987,2,-12819,10,-12819
13269,1,4986,-10,4986,2,-12820,-10,-12820
13274,1,4985,-10,4985,2,-12820,-10,-12820
13279,1,4984,-10,4984,2,-12820,-10,-12820
13284,1,4983,-10,4983,2,-12820,-10,-12820
13289,1,4983,-10,4983,2,-12820,-10,-12820
13294,1,4983,-10,4983,2,-12820,-10,-12820
13299,1,4983,-10,4983,2,-12820,-10,-12820
13304,1,4983,-10,4983,2,-12820,-10,-12820
13309,1,4983,-10,4983,2,-12820,-10,-12820
13314,1,4983,-10,4983,2,-12820,-10,-12820
13319,1,4983,-10,4983,2,-12820,-10,-12820
13324,1,4983,-10,4983,2,-12820,-10,-12820
13329,1,4983,-10,4983,2,-12820,-10,-12820
13334,1,4983,-10,4983,2,-12820,-10,-12820
13339,1,4983,-10,4983,2,-12820,-10,-12820
13344,1,4983,-10,4983,2,-12820,-10,-12820
13349,1,4983,-10,4983,2,-12820,-10,-12820
13354,1,4983,-10,4983,2,-12820,-10,-12820
13359,1,4983,-10,4983,2,-12820,-10,-12820
13364,1,4983,-10,4983,2,-12820,-10,-12820
13369,1,4983,-10,4983,2,-12820,-10,-12820
13374,1,4983,-10,4983,2,-12820,-10,-12820
13379,1,4983,-10,4983,2,-12820,-10,-12820
13384,1,4983,-10,4983,2,-12820,-10,-12820
13389,1,4983,-10,4983,2,-12820,-10,-12820
13394,1,4983,-10,4983,2,-12820,-10,-12820
13399,1,4983,-10,4983,2,-12820,-10,-12820
13404,1,4983,-10,4983,2,-12820,-10,-12820
13409,1,4983,-10,4983,2,-12820,-10,-12820
13414,1,4983,-10,4983,2,-12820,-10,-12820
13419,1,4983,-10,4983,2,-12820,-10,-12820
13424,1,4983,-10,4983,2,-12820,-10,-12820
13429,1,4983,-10,4983,2,-12820,-10,-12820
13434,1,4983,-10,4983,2,-12820,-10,-12820
13439,1,4983,-10,4983,2,-12820,-10,-12820
13444,1,4983,-10,4983,2,-12820,-10,-12820
13449,1,4983,-10,4983,2,-12820,-10,-12820
13454,1,4983,-10,4983,2,-12820,-10,-12820
13459,1,4983,-10,4983,2,-12820,-10,-12820
13464,1,4983,-10,4983,2,-12820,-10,-12820
13469,1,4983,-10,4983,2,-12820,-10,-12820
13474,1,4983,-10,4983,2,-12820,-10,-12820
13479,1,4983,-10,4983,2,-12820,-10,-12820
13484,1,4983,-10,4983,2,-12820,-10,-12820
13489,1,4983,-10,4983,2,-12820,-10,-12820
13494,1,4983,-10,4983,2,-12820,-10,-12820
13499,1,4983,-10,4983,2,-12820,-10,-12820
13504,1,4983,-10,4983,2,-12820,-10,-12820
13509,1,4983,-10,4983,2,-12820,-10,-12820
13514,1,4983,-10,4983,2,-12820,-10,-12820
13519,1,4983,-10,4983,2,-12820,-10,-12820
13524,1,4983,-10,4983,2,-12820,-10,-12820
13529,1,4983,-10,4983,2,-12820,-10,-12820
13534,1,4983,-10,4983,2,-12820,-10,-12820
13539,1,4983,-10,4983,2,-12820,-10,-12820
13544,1,4983,-10,4983,2,-12820,-10,-12820
13549,1,4983,-10,4983,2,-12820,-10,-12820
13554,1,4983,-10,4983,2,-12820,-10,-12820
13559,1,4983,-10,4983,2,-12820,-10,-12820
13564,1,4983,-10,4983,2,-12820,-10,-12820
13569,1,4983,-10,4983,2,-12820,-10,-12820
13574,1,4983,-10,4983,2,-12820,-10,-12820
13579,1,4983,-10,4983,2,-12820,-10,-12820
13584,1,4983,-10,4983,2,-12820,-10,-12820
13589,1,4983,-10,4983,2,-12820,-10,-12820
13594,1,4983,-10,4983,2,-12820,-10,-12820
13599,1,4983,-10,4983,2,-12820,-10,-12820
13604,1,4983,-10,4983,2,-12820,-10,-12820
13609,1,4983,-10,4983,2,-12820,-10,-12820
13614,1,4983,-10,4983,2,-12820,-10,-12820
13619,1,4983,-10,4983,2,-12820,-10,-12820
13624,1,4983,-10,4983,2,-12820,-10,-12820
13629,1,4983,-10,4983,2,-12820,-10,-12820
13634,1,4983,-10,4983,2,-12820,-10,-12820
13639,1,4983,-10,4983,2,-12820,-10,-12820
13644,1,4983,-10,4983,2,-12820,-10,-12820
13649,1,4983,-10,4983,2,-12820,-10,-12820
13654,1,4983,-10,4983,2,-12820,-10,-12820
13659,1,4983,-10,4983,2,-12820,-10,-12820
13664,1,4983,-10,4983,2,-12820,-10,-12820
13669,1,4983,-10,4983,2,-12820,-10,-12820
13674,1,4983,-10,4983,2,-12820,-10,-12820
13679,1,4983,-10,4983,2,-12820,-10,-12820
13684,1,4983,-10,4983,2,-12820,-10,-12820
13689,1,4983,-10,4983,2,-12820,-10,-12820
13694,1,4983,-10,4983,2,-12820,-10,-12820
13699,1,4983,-10,4983,2,-12820,-10,-12820
13704,1,4983,-10,4983,2,-12820,-10,-12820
13709,1,4983,-10,4983,2,-12820,-10,-12820
13714,1,4983,-10,4983,2,-12820,-10,-12820
13719,1,4983,-10,4983,2,-12820,-10,-12820
13724,1,4983,-10,4983,2,-12820,-10,-12820
13729,1,4983,-10,4983,2,-12820,-10,-12820
13734,1,4983,-10,4983,2,-12820,-10,-12820
13739,1,4983,-10,4983,2,-12820,-10,-12820
13744,1,4983,-10,4983,2,-12820,-10,-12820
13749,1,4983,-10,4983,2,-12820,-10,-12820
13754,1,4983,-10,4983,2,-12820,-10,-12820
13759,1,4983,-10,4983,2,-12820,-10,-12820
13764,1,4983,-10,4983,2,-12820,-10,-12820
13769,1,4983,-10,4983,2,-12820,-10,-12820
13774,1,4983,-10,4983,2,-12820,-10,-12820
13779,1,4983,-10,4983,2,-12820,-10,-12820
13784,1,4983,-10,4983,2,-12820,-10,-12820
13789,1,4983,-10,4983,2,-12820,-10,-12820
13794,1,4983,-10,4983,2,-12820,-10,-12820
13799,1,4983,-10,4983,2,-12820,-10,-12820
13804,1,4983,-10,4983,2,-12820,-10,-12820
13809,1,4983,-10,4983,2,-12820,-10,-12820
13814,1,4983,-10,4983,2,-12820,-10,-12820
13819,1,4983,-10,4983,2,-12820,-10,-12820
13824,1,4983,-10,4983,2,-12820,-10,-12820
13829,1,4983,-10,4983,2,-12820,-10,-12820
13834,1,4983,-10,4983,2,-12820,-10,-12820
13839,1,4983,-10,4983,2,-12820,-10,-12820
13844,1,4983,-10,4983,2,-12820,-10,-12820
13849,1,4983,-10,4983,2,-12820,-10,-12820
13854,1,4983,-10,4983,2,-12820,-10,-12820
13859,1,4983,-10,4983,2,-12820,-10,-12820
13864,1,4983,-10,4983,2,-12820,-10,-12820
13869,1,4983,-10,4983,2,-12820,-10,-12820
13874,1,4983,-10,4983,2,-12820,-10,-12820
13879,1,4983,-10,4983,2,-12820,-10,-12820
13884,1,4983,-10,4983,2,-12820,-10,-12820
13889,1,4983,-10,4983,2,-12820,-10,-12820
13894,1,4983,-10,4983,2,-12820,-10,-12820
13899,1,4983,-10,4983,2,-12820,-10,-12820
13904,1,4983,-10,4983,2,-12820,-10,-12820
13909,1,4983,-10,4983,2,-12820,-10,-12820
13914,1,4983,-10,4983,2,-12820,-10,-12820
13919,1,4983,-10,4983,2,-12820,-10,-12820
13924,1,4983,-10,4983,2,-12820,-10,-12820
13929,1,4983,-10,4983,2,-12820,-10,-12820
13934,1,4983,-10,4983,2,-12820,-10,-12820
13939,1,4983,-10,4983,2,-12820,-10,-12820
13944,1,4983,-10,4983,2,-12820,-10,-12820
13949,1,4983,-10,4983,2,-12820,-10,-12820
13954,1,4983,-10,4983,2,-12820,-10,-12820
13959,1,4983,-10,4983,2,-12820,-10,-12820
13964,1,4983,-10,4983,2,-12820,-10,-12820
13969,1,4983,-10,4983,2,-12820,-10,-12820
13974,1,4983,-10,4983,2,-12820,-10,-12820
13979,1,4983,-10,4983,2,-12820,-10,-12820
13984,1,4983,-10,4983,2,-12820,-10,-12820
13989,1,4983,-10,4983,2,-12820,-10,-12820
