TimeStamp,acc_x,acc_y,acc_z,cal_time,current_LW,current_RW,gyr_x,gyr_y,gyr_z,h_d,psi_dot_d,psi_dot_hat,tau_LW,tau_RW,theta_d,theta_dot_LW,theta_dot_RW,theta_dot_hat,theta_hat,v_d,v_hat,
14,1.80337238,-0.03507364,9.20650291,6.00000000,0.00000000,-0.00483398,0.00089581,0.04141481,0.00525684,0.19999999,0.02300366,-0.00000001,-0.21629298,0.20441514,-0.04231516,0.00000000,0.00000000,0.04141463,-0.18369779,0.00244212,0.00298183,
22,2.39952874,-0.16914894,9.36452007,6.00000000,-0.31098634,0.35449219,-0.01482548,0.04114835,0.01311748,0.19999999,0.02300366,-0.03729007,-0.23681042,0.21222055,-0.04231516,-1.11177480,1.23918378,0.04114415,-0.18361662,0.00244212,-0.08167191,
30,-1.17262030,0.94415486,13.84407234,6.00000000,-0.35932618,0.38833007,-0.01176114,0.51731682,-0.04617042,0.19999999,0.02300366,-0.15324877,-0.16327892,0.10281049,-0.04231516,-1.98443925,2.50803804,0.51731050,-0.18064073,0.00244212,-0.12448260,
38,1.08511186,-0.00155482,9.35015488,6.00000000,-0.23686524,0.18852539,0.12013778,0.69971037,0.01458303,0.19999999,0.02300366,-0.14149968,-0.13022040,0.07475363,-0.04231516,-3.19569802,3.67915416,0.69971406,-0.17624106,0.00244212,-0.19711542,
45,2.72753429,-0.39659810,6.48908424,5.00000000,-0.20141602,0.14340821,0.08869521,1.01480222,0.02204398,0.19999999,0.02300366,0.01736759,-0.03372245,0.03352137,-0.04231516,-3.88335752,3.82401657,1.01483834,-0.17105128,0.00244212,-0.20439707,
54,2.34685612,-0.92811090,7.34860277,6.00000000,-0.06445312,0.07412110,0.03020670,1.22770572,0.00259222,0.19999999,0.02300366,0.01736806,0.02299215,-0.02159492,-0.04231516,-4.00203991,3.94269872,1.22773957,-0.16280657,0.00244212,-0.19761336,
62,1.79379559,-1.15556002,7.36296797,6.00000000,0.03383789,-0.04189453,-0.02521750,1.25914836,0.11397353,0.19999999,0.02300366,-0.00459713,0.04356094,-0.04897045,-0.04231516,-3.76816583,3.78387380,1.25918961,-0.15311819,0.00244212,-0.18121184,
70,1.13778436,0.30011460,10.11869431,6.00000000,0.05639648,-0.08056641,-0.06758504,1.06556332,0.08759375,0.19999999,0.02300366,0.00255426,0.02672455,-0.03054309,-0.04231516,-3.18697143,3.17824459,1.06555212,-0.14293733,0.00244212,-0.15242797,
78,1.94941878,0.23068275,9.97743607,6.00000000,0.04189453,-0.05478515,0.01381925,0.76232910,0.10971013,0.19999999,0.02300366,0.10829528,-0.00296800,0.03292508,-0.04231516,-3.00545692,2.63544726,0.76232433,-0.13476096,0.00244212,-0.14818524,
86,0.85287434,-0.22182137,11.67971325,6.00000000,-0.00483398,0.06123047,0.00382690,0.60258478,0.11637171,0.19999999,0.02300366,0.04393134,-0.03166656,0.03935812,-0.04231516,-2.39808226,2.24798417,0.60255885,-0.12841192,0.00244212,-0.12387428,
94,0.87681639,-0.17633153,10.89202118,6.00000000,-0.04672851,0.07089844,-0.01122823,0.46535665,0.13102713,0.19999999,0.02300366,0.03933350,-0.05433808,0.05975993,-0.04231516,-2.41379046,2.27940011,0.46534500,-0.12356634,0.00244212,-0.13544998,
102,1.04919887,-0.05183305,8.70132637,6.00000000,-0.09506836,0.11601563,-0.06571980,0.51132143,0.02231044,0.19999999,0.02300366,0.00664067,-0.04432674,0.03921623,-0.04231516,-2.37015724,2.34746790,0.51132911,-0.11983892,0.00244212,-0.13301887,
110,0.27826595,0.96570265,6.68540859,6.00000000,-0.05800781,0.06928711,0.08256657,0.61164457,0.03190309,0.19999999,0.02300366,0.06947245,-0.00653290,0.02321438,-0.04231516,-2.50803804,2.27067351,0.61166853,-0.11576598,0.00244212,-0.12799339,
117,0.54641652,0.30729720,7.13551855,5.00000000,-0.02416992,0.04672851,0.12706581,0.66800141,-0.02245526,0.19999999,0.02300366,0.04955043,0.01115894,-0.00060791,-0.04231516,-2.36492109,2.19562435,0.66802853,-0.11084571,0.00244212,-0.11608165,
126,0.99413222,-0.33674306,7.02538538,6.00000000,0.01772461,0.00322266,0.02474421,0.70970279,-0.04017501,0.19999999,0.02300366,0.05823376,0.03300999,-0.01906800,-0.04231516,-2.08915901,1.89019167,0.70973194,-0.10573734,0.00244212,-0.09215590,
134,0.75231791,-0.27209961,10.03489685,6.00000000,0.05156250,-0.03706055,-0.00696483,0.58486509,0.00618946,0.19999999,0.02300366,-0.00102177,0.00921796,-0.01566632,-0.04231516,-1.69646001,1.69995070,0.58486080,-0.09993079,0.00244212,-0.08016068,
